10764,4475405.817,589530.7365
10869,4475405.817,589530.7365
10970,4475405.817,589530.7365
11072,4475405.817,589530.7365
11172,4475405.817,589530.7365
11273,4475405.817,589530.7365
11374,4475405.817,589530.7365
11475,4475405.817,589530.7365
11576,4475405.817,589530.7365
11677,4475405.817,589530.7365
11779,4475405.817,589530.7365
11880,4475405.817,589530.7365
11980,4475405.817,589530.7365
12082,4475405.817,589530.7365
12183,4475405.817,589530.7365
12283,4475405.817,589530.7365
12385,4475405.817,589530.7365
12485,4475405.817,589530.7365
12586,4475405.817,589530.7365
12687,4475405.817,589530.7365
12789,4475405.817,589530.7365
12889,4475405.817,589530.7365
12990,4475405.817,589530.7365
13092,4475405.817,589530.7365
13192,4475405.817,589530.7365
13293,4475405.817,589530.7365
13394,4475405.817,589530.7365
13495,4475405.817,589530.7365
13596,4475405.817,589530.7365
13697,4475405.817,589530.7365
13798,4475405.817,589530.7365
13900,4475405.817,589530.7365
14000,4475405.817,589530.7365
14101,4475405.817,589530.7365
14202,4475405.817,589530.7365
14303,4475405.817,589530.7365
14404,4475405.817,589530.7365
14505,4475405.817,589530.7365
14607,4475405.817,589530.7365
14707,4475405.817,589530.7365
14808,4475405.817,589530.7365
14909,4475405.817,589530.7365
15010,4475405.817,589530.7365
15112,4475405.817,589530.7365
15212,4475405.817,589530.7365
15313,4475405.817,589530.7365
15414,4475405.817,589530.7365
15515,4475405.817,589530.7365
15616,4475405.817,589530.7365
15717,4475405.817,589530.7365
15818,4475405.817,589530.7365
15919,4475405.817,589530.7365
16020,4475405.817,589530.7365
16121,4475405.817,589530.7365
16222,4475405.817,589530.7365
16323,4475405.817,589530.7365
16424,4475405.817,589530.7365
16525,4475405.817,589530.7365
16627,4475405.817,589530.7365
16727,4475405.817,589530.7365
16829,4475405.817,589530.7365
16929,4475405.817,589530.7365
17030,4475405.817,589530.7365
17131,4475405.817,589530.7365
17232,4475405.817,589530.7365
17333,4475405.817,589530.7365
17434,4475405.817,589530.7365
17535,4475405.817,589530.7365
17636,4475405.817,589530.7365
17737,4475405.817,589530.7365
17838,4475405.817,589530.7365
17940,4475405.817,589530.7365
18040,4475405.817,589530.7365
18141,4475405.817,589530.7365
18243,4475405.817,589530.7365
18343,4475405.817,589530.7365
18444,4475405.817,589530.7365
18546,4475405.817,589530.7365
18646,4475405.817,589530.7365
18747,4475405.817,589530.7365
18848,4475405.817,589530.7365
18949,4475405.817,589530.7365
19050,4475405.817,589530.7365
19151,4475405.817,589530.7365
19252,4475405.817,589530.7365
19354,4475405.817,589530.7365
19454,4475405.817,589530.7365
19555,4475405.817,589530.7365
19661,4475405.817,589530.7365
19757,4475405.817,589530.7365
19858,4475405.817,589530.7365
19960,4475405.817,589530.7365
20060,4475405.817,589530.7365
20161,4475405.817,589530.7365
20262,4475405.817,589530.7365
20363,4475405.817,589530.7365
20464,4475405.817,589530.7365
20565,4475405.817,589530.7365
20666,4475405.817,589530.7365
20767,4475405.817,589530.7365
20869,4475405.817,589530.7365
20969,4475405.817,589530.7365
21070,4475405.817,589530.7365
21172,4475405.817,589530.7365
21272,4475405.817,589530.7365
21373,4475405.817,589530.7365
21475,4475405.817,589530.7365
21576,4475405.817,589530.7365
21676,4475405.817,589530.7365
21777,4475405.817,589530.7365
21878,4475405.817,589530.7365
21979,4475405.817,589530.7365
22080,4475405.817,589530.7365
22181,4475405.817,589530.7365
22282,4475405.817,589530.7365
22383,4475405.817,589530.7365
22485,4475405.817,589530.7365
22585,4475405.817,589530.7365
22688,4475405.817,589530.7365
22788,4475405.817,589530.7365
22889,4475405.817,589530.7365
22990,4475405.817,589530.7365
23092,4475405.817,589530.7365
23192,4475405.817,589530.7365
23293,4475405.817,589530.7365
23394,4475405.817,589530.7365
23495,4475405.817,589530.7365
23596,4475405.817,589530.7365
23697,4475405.817,589530.7365
23798,4475405.817,589530.7365
23900,4475405.817,589530.7365
24000,4475405.817,589530.7365
24102,4475405.817,589530.7365
24202,4475405.817,589530.7365
24303,4475405.817,589530.7365
24404,4475405.817,589530.7365
24505,4475405.817,589530.7365
24606,4475405.817,589530.7365
24707,4475405.817,589530.7365
24808,4475405.817,589530.7365
24909,4475405.817,589530.7365
25010,4475405.817,589530.7365
25111,4475405.817,589530.7365
25212,4475405.817,589530.7365
25313,4475405.817,589530.7365
25414,4475405.817,589530.7365
25515,4475405.817,589530.7365
25616,4475405.817,589530.7365
25717,4475405.817,589530.7365
25818,4475405.817,589530.7365
25919,4475405.817,589530.7365
26020,4475405.817,589530.7365
26121,4475405.817,589530.7365
26222,4475405.817,589530.7365
26323,4475405.817,589530.7365
26425,4475405.817,589530.7365
26525,4475405.817,589530.7365
26626,4475405.817,589530.7365
26727,4475405.817,589530.7365
26829,4475405.817,589530.7365
26929,4475405.817,589530.7365
27030,4475405.817,589530.7365
27131,4475405.817,589530.7365
27232,4475405.817,589530.7365
27333,4475405.817,589530.7365
27434,4475405.817,589530.7365
27535,4475405.817,589530.7365
