timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c9
0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,1.0e-6
0.01,0.0001999200320084862,-5.637868594910289e-12,-1.410044917530133e-10,-5.637868594910289e-12,0.0001999216306790598,3.998364477574683e-8,-1.410044917530133e-10,3.998364477574683e-8,1.9999999968012977e-6
0.019999999999999997,0.0002997402362887704,-6.197567941616092e-11,-9.86767680907384e-10,-6.197567941616092e-11,0.00029974822301620204,1.1990695479368176e-7,-9.86767680907384e-10,1.1990695479368176e-7,2.9999999680267438e-6
0.03,0.0003994209099653069,-2.7019417352711043e-10,-3.1001068267800734e-9,-2.7019417352711043e-10,0.0003994432475733581,2.3969613729954544e-7,-3.1001068267800734e-9,2.3969613729954544e-7,3.999999853007156e-6
0.04,0.0004989225752655292,-7.871697958081202e-10,-7.042388386458278e-9,-7.871697958081202e-10,0.0004989703731320995,3.9924774758854767e-7,-7.042388386458278e-9,3.9924774758854767e-7,4.999999533791882e-6
0.05,0.0005982060429972247,-1.824888152106449e-9,-1.337323177637828e-8,-1.824888152106449e-9,0.0005982935206883743,5.984289015954587e-7,-1.337323177637828e-8,5.984289015954587e-7,5.999998816341403e-6
0.060000000000000005,0.0006972324750480577,-3.649630473076915e-9,-2.264970930571279e-8,-3.649630473076915e-9,0.0006973769166371198,8.370775578730232e-7,-2.264970930571279e-8,8.370775578730232e-7,6.9999974119589446e-6
0.07,0.0007959634456943792,-6.580880457313957e-9,-3.5425191729765814e-8,-6.580880457313957e-9,0.0007961851449877008,1.1150028825730953e-6,-3.5425191729765814e-8,1.1150028825730953e-6,7.9999949190165e-6
0.08,0.0008943610015580888,-1.0990571400577966e-8,-5.225159464096542e-8,-1.0990571400577966e-8,0.0008946831983907972,1.4319855126158806e-6,-5.225159464096542e-8,1.4319855126158806e-6,8.999990805029586e-6
0.09,0.00099238771993428,-1.730123735979578e-8,-7.367506216720137e-8,-1.730123735979578e-8,0.0009928365279517914,1.7877781695445155e-6,-7.367506216720137e-8,1.7877781695445155e-6,9.999984389132098e-6
0.09999999999999999,0.001090006765403672,-2.598478766270141e-8,-1.002376885320997e-7,-2.598478766270141e-8,0.0010906110915282403,2.1821060558069915e-6,-1.002376885320997e-7,2.1821060558069915e-6,1.0999974825001715e-5
0.10999999999999999,0.0011871819445473143,-3.756130897995394e-8,-1.324787513050075e-7,-3.756130897995394e-8,0.0011879734003941431,2.614667259729857e-6,-1.324787513050075e-7,2.614667259729857e-6,1.1999961084283446e-5
0.11999999999999998,0.0012838777584085782,-5.259606438204882e-8,-1.709285941554317e-7,-5.259606438204882e-8,0.0012848905644236865,3.0851337459468077e-6,-1.709285941554317e-7,3.0851337459468077e-6,1.2999941940554546e-5
0.12999999999999998,0.0013800594529372202,-7.169879712443843e-8,-2.161141759383677e-7,-7.169879712443843e-8,0.001381330335082388,3.593151561750448e-6,-2.161141759383677e-7,3.593151561750448e-6,1.3999915953874977e-5
0.13999999999999999,0.0014756930670652448,-9.55224794224186e-8,-2.685604428993066e-7,-9.55224794224186e-8,0.0014772611464552333,4.138341273447558e-6,-2.685604428993066e-7,4.138341273447558e-6,1.4999881455963341e-5
0.15,0.0015707454777790337,-1.2475808557331404e-7,-3.28778627541787e-7,-1.2475808557331404e-7,0.0015726521549544274,4.720299721421599e-6,-3.28778627541787e-7,4.720299721421599e-6,1.5999836536026055e-5
0.16,0.0016651844430066959,-1.601333412079489e-7,-3.9727139067941484e-7,-1.601333412079489e-7,0.0016674732761869115,5.338600367615794e-6,-3.9727139067941484e-7,5.338600367615794e-6,1.6999779027279288e-5
0.17,0.0017589786420697943,-2.0241278240154397e-7,-4.7453989092196724e-7,-2.0241278240154397e-7,0.0017616952191775285,5.992793256915515e-6,-4.7453989092196724e-7,5.992793256915515e-6,1.7999706494196497e-5
0.18000000000000002,0.0018520977125898595,-2.5239253148349654e-7,-5.610741030472308e-7,-2.5239253148349654e-7,0.0018552895194107074,6.682406823710013e-6,-5.610741030472308e-7,6.682406823710013e-6,1.8999616220494972e-5
0.19000000000000003,0.0019445122863442636,-3.109060641500104e-7,-6.573749873400374e-7,-3.109060641500104e-7,0.0019482285667668142,7.40694588331197e-6,-6.573749873400374e-7,7.40694588331197e-6,1.9999505197916147e-5
0.20000000000000004,0.002036194017954546,-3.7880498523627244e-7,-7.639077691885649e-7,-3.7880498523627244e-7,0.0020404856374216023,8.165898376340601e-6,-7.639077691885649e-7,8.165898376340601e-6,2.0999370115737995e-5
0.21000000000000005,0.0021271156152756323,-4.5696812499194294e-7,-8.81136578244173e-7,-4.5696812499194294e-7,0.0021320349161360777,8.958731960422118e-6,-8.81136578244173e-7,8.958731960422118e-6,2.19992073511247e-5
0.22000000000000006,0.0022172508651542924,-5.462995009577966e-7,-1.0095237196351133e-6,-5.462995009577966e-7,0.002222851518633671,9.784894772111474e-6,-1.0095237196351133e-6,9.784894772111474e-6,2.2999012960292617e-5
0.23000000000000007,0.002306574655332614,-6.477222662003257e-7,-1.1495203751845565e-6,-6.477222662003257e-7,0.00231291151272854,1.0643817593863091e-5,-1.1495203751845565e-6,1.0643817593863091e-5,2.399878267048255e-5
0.24000000000000005,0.0023950629980480174,-7.621940203175911e-7,-1.3016050103351975e-6,-7.621940203175911e-7,0.002402191929912611,1.1534908384283338e-5,-1.3016050103351975e-6,1.1534908384283338e-5,2.4998511872849185e-5
