11020,4477460.820801,589659.863670,77.200000
11122,4477459.461758,589661.063010,14.100000
11223,4477459.461759,589661.063095,14.100000
11324,4477459.459438,589661.063886,14.100000
11426,4477459.459343,589661.065244,14.100000
11526,4477459.461368,589661.058180,14.100000
11627,4477459.458673,589661.064913,14.100000
11728,4477459.462290,589661.061053,14.100000
11829,4477459.464085,589661.062643,14.100000
11931,4477459.462761,589661.063252,14.100000
12031,4477459.463976,589661.062814,14.100000
12132,4477459.464205,589661.063320,14.100000
12234,4477459.465417,589661.062627,14.100000
12334,4477459.466305,589661.062616,14.100000
12435,4477459.467751,589661.062768,14.100000
12536,4477459.464872,589661.063397,14.100000
12637,4477459.466419,589661.062784,14.100000
12738,4477459.465765,589661.063810,14.100000
12839,4477459.465897,589661.065590,14.100000
12940,4477459.467198,589661.062945,14.100000
13041,4477459.465066,589661.061104,14.100000
13142,4477459.464961,589661.061614,14.100000
13243,4477459.466707,589661.059049,14.100000
13345,4477459.466076,589661.062025,14.100000
13446,4477459.465940,589661.059906,14.100000
13546,4477459.467277,589661.060314,14.300000
13647,4477459.463384,589661.059682,14.200000
13748,4477459.463595,589661.058747,14.100000
13849,4477459.467385,589661.060059,14.300000
13950,4477459.467594,589661.058953,14.400000
14051,4477459.468047,589661.059711,14.300000
14152,4477459.469388,589661.060459,14.200000
14253,4477459.466816,589661.058878,14.300000
14354,4477459.466489,589661.059391,14.200000
14455,4477459.466154,589661.059225,14.300000
14556,4477459.466289,589661.061259,14.200000
14657,4477459.469390,589661.060628,14.100000
14758,4477459.467283,589661.060823,14.100000
14859,4477459.466623,589661.061340,14.100000
14960,4477459.468298,589661.062168,14.100000
15061,4477459.469515,589661.061814,14.100000
15162,4477459.468410,589661.062252,14.100000
15263,4477459.467165,589661.060231,14.100000
15364,4477459.466728,589661.060830,14.100000
15466,4477459.467966,589661.062257,14.100000
15568,4477459.468641,589661.062927,14.100000
15667,4477459.468874,589661.063858,14.100000
15870,4477459.470752,589661.063072,14.100000
15970,4477459.468072,589661.061832,14.100000
16071,4477459.469531,589661.063086,14.100000
16172,4477459.468427,589661.063608,14.100000
16273,4477459.469745,589661.062405,14.100000
16374,4477459.468996,589661.064789,14.100000
16475,4477459.469553,589661.064952,14.100000
16576,4477459.466883,589661.064475,14.100000
16677,4477459.467548,589661.064382,14.100000
16778,4477459.467897,589661.065735,14.100000
16880,4477459.467653,589661.063872,14.100000
16981,4477459.465413,589661.062287,14.100000
17082,4477459.467206,589661.063623,14.100000
17184,4477459.469446,589661.065293,14.100000
17285,4477459.469999,589661.065116,14.100000
17386,4477459.465090,589661.063055,14.100000
17487,4477459.464996,589661.064498,14.100000
17587,4477459.467538,589661.063534,14.100000
17688,4477459.464769,589661.064076,14.100000
17789,4477459.466679,589661.066004,14.100000
17890,4477459.469564,589661.065885,14.100000
17991,4477459.467659,589661.064381,14.100000
18092,4477459.466647,589661.063291,14.100000
18194,4477459.467871,589661.063530,14.100000
18295,4477459.466760,589661.063459,14.100000
18396,4477459.465762,589661.063556,14.100000
18496,4477459.467546,589661.064213,14.100000
18597,4477459.467424,589661.063281,14.100000
18698,4477459.466884,589661.064560,14.100000
18799,4477459.467427,589661.063536,14.100000
18900,4477459.466777,589661.064901,14.100000
19001,4477459.467666,589661.064975,14.100000
19102,4477459.465652,589661.063642,14.100000
19204,4477459.465755,589661.062962,14.100000
19305,4477459.466553,589661.064734,14.100000
19406,4477459.469219,589661.064871,14.100000
19506,4477459.468787,589661.065894,14.100000
19607,4477459.468570,589661.066321,14.100000
19708,4477459.467658,589661.064296,14.100000
19809,4477459.477875,589661.073843,14.100000
19910,4477459.480412,589661.072456,14.100000
20011,4477459.478295,589661.071888,14.100000
20112,4477459.480764,589661.074063,14.100000
20214,4477459.478628,589661.071884,14.100000
20314,4477459.478505,589661.070867,14.100000
20415,4477459.478397,589661.071123,14.100000
20516,4477459.479257,589661.068738,14.100000
20617,4477459.480028,589661.068220,14.100000
20718,4477459.480925,589661.068972,14.100000
20819,4477459.478809,589661.068404,14.100000
20920,4477459.479917,589661.068221,14.100000
21058,4477459.478921,589661.068487,14.100000
21159,4477459.480023,589661.067795,14.100000
21260,4477459.479253,589661.068398,14.100000
21361,4477459.479150,589661.069078,14.100000
21462,4477459.476118,589661.066231,14.100000
21564,4477459.478567,589661.066795,14.100000
21664,4477459.476925,589661.068681,14.100000
21766,4477459.474466,589661.067353,14.100000
21866,4477459.473898,589661.066257,14.100000
21967,4477459.474148,589661.068544,14.100000
22069,4477459.472569,589661.066528,14.100000
22169,4477459.475455,589661.066493,14.100000
22270,4477459.473993,589661.064899,14.100000
22371,4477459.474098,589661.064389,14.100000
22472,4477459.474996,589661.065226,14.100000
22573,4477459.474749,589661.063109,14.100000
22674,4477459.476298,589661.062666,14.100000
22776,4477459.476085,589661.063432,14.100000
22876,4477459.475752,589661.063436,14.100000
22977,4477459.474533,589661.063620,14.100000
23078,4477459.475192,589661.063019,14.100000
23179,4477459.476091,589661.063941,14.100000
23280,4477459.476216,589661.065127,14.100000
23381,4477459.475095,589661.064207,14.100000
23482,4477459.474664,589661.065315,14.100000
23583,4477459.473543,589661.064395,14.100000
23685,4477459.473330,589661.065161,14.100000
23786,4477459.475546,589661.064796,14.100000
23886,4477459.474889,589661.065567,14.100000
23987,4477459.477782,589661.066126,14.100000
24088,4477459.474991,589661.064802,14.100000
24189,4477459.476120,589661.066400,14.100000
24290,4477459.477893,589661.066125,14.100000
24391,4477459.477112,589661.065795,14.100000
24492,4477459.478103,589661.065104,14.100000
24593,4477459.478328,589661.065356,14.100000
24694,4477459.478227,589661.066205,14.100000
24795,4477459.477459,589661.066978,14.100000
24896,4477459.478006,589661.066293,14.100000
24997,4477459.476350,589661.067076,14.100000
25098,4477459.476909,589661.067324,14.100000
25199,4477459.475346,589661.066664,14.100000
25300,4477459.475361,589661.067851,14.100000
25401,4477459.475247,589661.067598,14.100000
25502,4477459.475030,589661.068025,14.100000
25603,4477459.474362,589661.067863,14.100000
25705,4477459.474917,589661.067857,14.100000
25805,4477459.473143,589661.068048,14.100000
25906,4477459.473171,589661.070422,14.100000
26007,4477459.473837,589661.070414,14.100000
26108,4477459.471488,589661.068916,14.100000
