timestamp,pos_x,pos_y
99800,4477386.257252,589581.819172
99901,4477386.219636,589581.811479
100002,4477386.190724,589581.807499
100103,4477386.149398,589581.795949
100208,4477386.119417,589581.786129
100308,4477386.091931,589581.780690
100410,4477386.057815,589581.777875
100510,4477386.023975,589581.761061
100611,4477385.984888,589581.760341
100712,4477385.962254,589581.752130
100814,4477385.954849,589581.745687
100914,4477385.952334,589581.748855
101016,4477385.950190,589581.736667
101116,4477385.946720,589581.743579
101218,4477385.945078,589581.745549
101318,4477385.944409,589581.754548
101420,4477385.943103,589581.756769
101521,4477385.944344,589581.758451
101621,4477385.947785,589581.749080
101722,4477385.952630,589581.755044
101823,4477385.948641,589581.755685
101924,4477385.954199,589581.756297
102026,4477385.956567,589581.759323
102127,4477385.950047,589581.761860
102227,4477385.948857,589581.764419
102328,4477385.944460,589581.768119
102430,4477385.948751,589581.764845
102531,4477385.945300,589581.773368
102632,4477385.936754,589581.773555
102733,4477385.946159,589581.770898
102834,4477385.950584,589581.769658
102935,4477385.951940,589581.762347
103036,4477385.958839,589581.754376
103137,4477385.960808,589581.751893
103238,4477385.961358,589581.751462
103339,4477385.954266,589581.752565
103439,4477385.952508,589581.763443
103541,4477385.951843,589581.763535
103642,4477385.953642,589581.765380
103742,4477385.953441,589581.757918
103844,4477385.960309,589581.756648
103945,4477385.956270,589581.762380
104046,4477385.962573,589581.760269
104147,4477385.967609,589581.754356
104248,4477385.965655,589581.758026
104348,4477385.964806,589581.752014
104450,4477385.961538,589581.747982
104551,4477385.962354,589581.751195
104652,4477385.960944,589581.754011
104752,4477385.955961,589581.755089
104854,4477385.955290,589581.754673
104954,4477385.957432,589581.757446
105056,4477385.956329,589581.757968
105157,4477385.953411,589581.755374
