timestamp,speed
122543,0.2825
122584,0.2825
122625,0.14125
122666,0.2825
122707,0.2825
122748,0.14125
122789,0.14125
122830,0.14125
122871,0.14125
122912,0.2825
122953,0.2825
122994,0.2825
123035,0.2825
123076,0.42375
123117,0.42375
123158,0.42375
123199,0.565
123240,0.565
123281,0.565
123322,0.565
123363,0.70625
123404,0.565
123445,0.70625
123486,0.70625
123527,0.70625
123572,0.8475
123613,0.8475
123654,0.8475
123695,0.8475
123736,0.8475
123777,0.98875
123818,0.98875
123859,0.8475
123900,0.98875
123941,0.98875
123982,0.98875
124023,0.98875
124064,0.98875
124105,1.13
124146,0.98875
124187,0.98875
124228,1.13
124269,0.98875
124310,0.98875
124351,1.13
124392,0.98875
124433,0.98875
124474,0.98875
124515,0.98875
124556,0.98875
124597,0.98875
124638,0.98875
124683,0.8475
124724,0.98875
124765,0.8475
124806,0.8475
124847,0.98875
124888,0.8475
124929,0.8475
124970,0.98875
125011,0.8475
125052,0.8475
125093,0.8475
125134,0.8475
125175,0.8475
125216,0.8475
125257,0.8475
125298,0.98875
125339,0.98875
125380,0.8475
125421,0.98875
125462,0.98875
125503,0.8475
125544,0.98875
125585,0.98875
125626,0.8475
125667,0.98875
125708,0.98875
125749,0.8475
125794,0.98875
125835,0.98875
125876,0.8475
125917,0.98875
125958,0.98875
125999,0.98875
126040,0.98875
126081,0.8475
126122,0.8475
126163,0.8475
126204,0.8475
126245,0.8475
126286,0.8475
126327,0.8475
126368,0.8475
126409,0.98875
126450,0.8475
126491,0.8475
126532,0.98875
126573,0.8475
126614,0.8475
126655,0.98875
126696,0.8475
126737,0.8475
126778,0.8475
126819,0.8475
126860,0.8475
126905,0.98875
126946,0.8475
126987,0.8475
127028,0.8475
127069,0.8475
127110,0.8475
127151,0.8475
127192,0.70625
127233,0.8475
127274,0.8475
127315,0.70625
127356,0.8475
127397,0.8475
127438,0.70625
127479,0.8475
127520,0.8475
127561,0.70625
127602,0.70625
127643,0.8475
127684,0.70625
127725,0.70625
127766,0.8475
127807,0.70625
127848,0.70625
127889,0.70625
127930,0.70625
127971,0.70625
128016,0.70625
128057,0.70625
128098,0.70625
128139,0.70625
128180,0.70625
128221,0.70625
128262,0.565
128303,0.70625
128344,0.70625
128385,0.70625
128426,0.565
128467,0.70625
128508,0.70625
128549,0.70625
128590,0.565
128631,0.70625
128672,0.70625
128713,0.70625
128754,0.565
128795,0.565
128836,0.70625
128877,0.70625
128918,0.565
128959,0.565
129000,0.565
129041,0.70625
129082,0.565
129128,0.565
129169,0.565
129210,0.565
129251,0.565
129292,0.565
129333,0.565
129374,0.565
129415,0.42375
129456,0.42375
129497,0.565
129538,0.565
129579,0.565
129620,0.42375
129661,0.42375
129702,0.565
129743,0.565
129784,0.565
129825,0.42375
129866,0.42375
129907,0.42375
129948,0.42375
129989,0.565
130030,0.565
130071,0.42375
130112,0.42375
130153,0.42375
130194,0.42375
130240,0.2825
130281,0.42375
130322,0.42375
130363,0.42375
130404,0.42375
130445,0.42375
130486,0.2825
130527,0.2825
130568,0.2825
130609,0.42375
130650,0.42375
130691,0.42375
130732,0.42375
130773,0.2825
130814,0.2825
130855,0.2825
130896,0.2825
130937,0.2825
130978,0.42375
131019,0.42375
131060,0.2825
131101,0.2825
131142,0.2825
131183,0.2825
131224,0.2825
131265,0.2825
131306,0.2825
131347,0.2825
131388,0.14125
131429,0.14125
131470,0.14125
131511,0.14125
131552,0.2825
131593,0.2825
131634,0.2825
131675,0.2825
131716,0.2825
131761,0.14125
131802,0.14125
131843,0.14125
131884,0.14125
131925,0.14125
131966,0.2825
132007,0.2825
132048,0.2825
132089,0.2825
132130,0.2825
132171,0.2825
132212,0.42375
132253,0.42375
132294,0.42375
132335,0.2825
132376,0.2825
132417,0.2825
132458,0.42375
132499,0.42375
132540,0.42375
132581,0.42375
132622,0.565
132663,0.565
132704,0.565
132745,0.42375
132786,0.565
132827,0.565
132873,0.565
132914,0.565
132955,0.70625
132996,0.565
133037,0.565
133078,0.70625
133119,0.70625
133160,0.70625
133201,0.565
133242,0.70625
133283,0.70625
133324,0.70625
133365,0.70625
133406,0.565
133447,0.70625
133488,0.70625
133529,0.70625
133570,0.565
133611,0.70625
133652,0.70625
133693,0.70625
133734,0.565
133775,0.70625
133816,0.70625
133857,0.565
133898,0.565
133939,0.70625
133984,0.70625
134025,0.70625
134066,0.565
134107,0.70625
134148,0.70625
134189,0.70625
134230,0.565
134271,0.565
134312,0.70625
134353,0.70625
134394,0.565
134435,0.565
134476,0.70625
134517,0.70625
134558,0.565
134599,0.565
134640,0.565
134681,0.565
134722,0.565
134763,0.565
134804,0.565
134845,0.70625
134886,0.565
134927,0.565
134968,0.565
135009,0.70625
135050,0.565
135095,0.565
135136,0.565
135177,0.70625
135218,0.70625
135259,0.565
135300,0.565
135341,0.70625
135382,0.70625
135423,0.70625
135464,0.565
135505,0.70625
135546,0.70625
135587,0.70625
135628,0.565
135669,0.70625
135710,0.70625
135751,0.70625
135792,0.565
135833,0.70625
135874,0.70625
135915,0.70625
135956,0.70625
135997,0.70625
136038,0.70625
136079,0.70625
136120,0.565
136161,0.70625
136206,0.70625
136247,0.70625
136288,0.565
136329,0.70625
136370,0.70625
136411,0.70625
136452,0.565
136493,0.70625
136534,0.70625
136575,0.70625
136616,0.565
136657,0.70625
136698,0.70625
136739,0.70625
136780,0.565
136821,0.70625
136862,0.70625
136903,0.70625
136944,0.565
136985,0.70625
137026,0.70625
137067,0.70625
137108,0.70625
137149,0.70625
137190,0.70625
137231,0.70625
137272,0.70625
137317,0.70625
137358,0.70625
137399,0.70625
137440,0.70625
137481,0.70625
137522,0.70625
137563,0.8475
137604,0.70625
137645,0.70625
137686,0.70625
137727,0.70625
137768,0.70625
137809,0.70625
137850,0.8475
137891,0.8475
137932,0.70625
137973,0.8475
138014,0.8475
138055,0.70625
138096,0.8475
138137,0.8475
138178,0.8475
138219,0.70625
138260,0.8475
138301,0.8475
138342,0.70625
138383,0.8475
138428,0.8475
138469,0.8475
138510,0.8475
138553,0.8475
138594,0.8475
138635,0.8475
138676,0.8475
138717,0.8475
138758,0.98875
138799,0.8475
138840,0.8475
138881,0.8475
138922,0.8475
138963,0.8475
139004,0.8475
139045,0.8475
139086,0.8475
139127,0.70625
139168,0.8475
139209,0.8475
139250,0.8475
139291,0.8475
139337,0.8475
139378,0.8475
139419,0.8475
139460,0.8475
139501,0.8475
139542,0.8475
139583,0.8475
139624,0.8475
139665,0.8475
139706,0.8475
139747,0.8475
139788,0.98875
139829,0.8475
139870,0.8475
139911,0.98875
139952,0.8475
139993,0.8475
140034,0.98875
140075,0.8475
140116,0.8475
140157,0.98875
140198,0.8475
140239,0.8475
140280,0.98875
140321,0.8475
140362,0.8475
140403,0.8475
140448,0.8475
140489,0.8475
140530,0.8475
140571,0.8475
140612,0.8475
140653,0.8475
140694,0.8475
140735,0.8475
140776,0.8475
140817,0.70625
140858,0.8475
140899,0.8475
140940,0.70625
140981,0.8475
