10462,4477367.098221,589628.222797
10572,4477363.738136,589632.005822
10668,4477363.743890,589632.004227
10769,4477363.673604,589632.021862
10870,4477363.616126,589632.033577
10972,4477363.563912,589632.039800
11072,4477363.513909,589632.045318
11174,4477363.467998,589632.058845
11276,4477363.434622,589632.062213
11376,4477363.395323,589632.071590
11478,4477363.362981,589632.077830
11578,4477363.332482,589632.080400
11680,4477363.303618,589632.089736
11780,4477363.277878,589632.091147
11881,4477366.012144,589634.160887
11982,4477366.013932,589634.161883
12084,4477366.010089,589634.165407
12185,4477366.010848,589634.163871
12286,4477366.015173,589634.163480
12387,4477366.014186,589634.164510
12488,4477366.012828,589634.162405
12588,4477366.010950,589634.163106
12689,4477366.009727,589634.162951
12791,4477366.012144,589634.160887
12892,4477366.013707,589634.161631
12992,4477366.012594,589634.161390
13094,4477366.011509,589634.163439
13195,4477366.012478,589634.160967
13296,4477366.015581,589634.160506
13396,4477366.016150,589634.161687
13498,4477366.023104,589634.158296
13598,4477366.023302,589634.156258
13700,4477366.020529,589634.156460
13800,4477366.021673,589634.150085
13901,4477366.018793,589634.150544
14002,4477366.022245,589634.142190
14104,4477366.025585,589634.124422
14205,4477366.033479,589634.106855
14305,4477366.044489,589634.080598
14406,4477366.060127,589634.032911
14508,4477366.072824,589633.990009
14609,4477366.084830,589633.944910
14710,4477366.114951,589633.873640
14811,4477366.125748,589633.801837
14911,4477366.149189,589633.728949
15013,4477366.185106,589633.622493
15114,4477366.227153,589633.536660
15215,4477366.245538,589633.440168
15316,4477366.274976,589633.348972
15417,4477366.304841,589633.256329
15518,4477366.337155,589633.154921
15619,4477366.360525,589633.066851
15720,4477366.403843,589632.966583
15821,4477366.436077,589632.867805
15922,4477366.477962,589632.759072
16022,4477366.526113,589632.645175
16124,4477366.558790,589632.536976
16224,4477366.606534,589632.416977
16326,4477366.657248,589632.285321
16426,4477366.707008,589632.148164
16528,4477366.758205,589632.010480
16629,4477366.809577,589631.859647
16730,4477366.856747,589631.728713
16831,4477366.916430,589631.595084
16931,4477366.961152,589631.454424
17032,4477367.004929,589631.327602
17134,4477367.059820,589631.183173
17235,4477367.089678,589631.034294
17336,4477367.135792,589630.889292
17436,4477367.185374,589630.728047
17538,4477367.249225,589630.553061
17639,4477367.314833,589630.376526
17740,4477367.370956,589630.205195
17841,4477367.440856,589630.006980
17941,4477367.502176,589629.833889
18043,4477367.549211,589629.654608
18144,4477367.609438,589629.464397
18244,4477367.665262,589629.268047
18346,4477367.733117,589629.065870
18447,4477367.806231,589628.848616
18548,4477367.854778,589628.619358
18649,4477367.959745,589628.373562
18750,4477368.008377,589628.142098
18850,4477368.102453,589627.886000
18951,4477368.192629,589627.628761
19053,4477368.269295,589627.374313
19154,4477368.329379,589627.107256
19255,4477368.407647,589626.847530
19356,4477368.476962,589626.581805
19456,4477368.554790,589626.303848
19558,4477368.631079,589626.036512
19659,4477368.720713,589625.743146
19764,4477368.881424,589625.164355
19961,4477368.948626,589624.870579
20062,4477369.020960,589624.560201
20170,4477369.177264,589623.947195
20266,4477369.265230,589623.625773
20368,4477369.323696,589623.325570
20470,4477369.441771,589622.987503
20571,4477369.530810,589622.672345
20671,4477369.625555,589622.351521
20773,4477369.708019,589622.015660
20874,4477369.800137,589621.716582
20975,4477369.930599,589621.365303
21076,4477370.026896,589621.035046
21176,4477370.116352,589620.680441
21278,4477370.191809,589620.343562
21380,4477370.269599,589620.006740
21480,4477370.366685,589619.631093
21581,4477370.483310,589619.264628
21682,4477370.565358,589618.903326
21784,4477370.622503,589618.548260
21884,4477370.739469,589618.154733
21986,4477370.833093,589617.786592
22087,4477370.926268,589617.418033
22188,4477371.031994,589617.040756
22288,4477371.112380,589616.688889
22390,4477371.192612,589616.314971
22490,4477371.277842,589615.922587
22591,4477371.369668,589615.543441
22692,4477371.447756,589615.157250
22794,4477371.552728,589614.772603
22895,4477371.650736,589614.381169
22996,4477371.733183,589614.025291
23096,4477371.817639,589613.614680
23198,4477371.904682,589613.216082
23299,4477372.008573,589612.824578
23400,4477372.138953,589612.438694
23500,4477372.268535,589612.032462
23601,4477372.389002,589611.634482
23703,4477372.499368,589611.245954
23804,4477372.604417,589610.839931
23904,4477372.725538,589610.440926
24006,4477372.854419,589610.041065
24106,4477372.985809,589609.628196
24208,4477373.096642,589609.223037
24309,4477373.176501,589608.790003
24410,4477373.293666,589608.375947
24511,4477373.401273,589607.942412
24611,4477373.526006,589607.511301
24713,4477373.652864,589607.072192
24814,4477373.763842,589606.632764
24915,4477373.890291,589606.187298
25016,4477373.990486,589605.728066
25116,4477374.119163,589605.283336
25218,4477374.257275,589604.838410
25319,4477374.368146,589604.389992
25420,4477374.524102,589603.961137
25521,4477374.623246,589603.534659
25621,4477374.711362,589603.105174
25722,4477374.822961,589602.671167
25824,4477374.922534,589602.243495
25926,4477375.039238,589601.818673
26027,4477375.158069,589601.423088
26128,4477375.266912,589601.027878
26228,4477375.379215,589600.634237
26330,4477375.476762,589600.250612
26431,4477375.569175,589599.883250
26531,4477375.667538,589599.493593
26633,4477375.767153,589599.115796
26734,4477375.875339,589598.739848
26835,4477375.971959,589598.371587
26936,4477376.064196,589598.008043
27037,4477376.140247,589597.646475
27138,4477376.224887,589597.297527
27238,4477376.320112,589596.951760
27340,4477376.410276,589596.591295
27441,4477376.508552,589596.250072
27541,4477376.611442,589595.904722
27642,4477376.696575,589595.559840
27744,4477376.785166,589595.216358
27844,4477376.862883,589594.873430
27946,4477376.947127,589594.547049
28046,4477377.033877,589594.216736
28148,4477377.124814,589593.892990
28248,4477377.215939,589593.566442
28350,4477377.306993,589593.233957
28451,4477377.401171,589592.912122
28551,4477377.486668,589592.588356
28652,4477377.561878,589592.277097
28754,4477377.634015,589591.968758
28855,4477377.718740,589591.654755
28956,4477377.801758,589591.355786
29057,4477377.885577,589591.049597
29158,4477377.958834,589590.760669
29259,4477378.038533,589590.462673
29360,4477378.093836,589590.176334
29461,4477378.161277,589589.902320
29561,4477378.226731,589589.629346
29662,4477378.300936,589589.345326
29764,4477378.372305,589589.065666
29864,4477378.456194,589588.802396
29966,4477378.516879,589588.529735
30066,4477378.592623,589588.253839
30168,4477378.642786,589587.992499
30269,4477378.709303,589587.743348
30370,4477378.759500,589587.512713
30471,4477378.809054,589587.284037
30576,4477378.897770,589586.839617
30774,4477378.954612,589586.626206
30879,4477379.059625,589586.226292
31081,4477379.149632,589585.815530
31178,4477379.192458,589585.627648
31280,4477379.243143,589585.447137
31381,4477379.291599,589585.275134
31481,4477379.330390,589585.111899
31582,4477379.373023,589584.945055
31684,4477379.420527,589584.786296
31784,4477379.467110,589584.634079
31886,4477379.512972,589584.486536
31986,4477379.550851,589584.339851
32088,4477379.591332,589584.187962
32188,4477379.636251,589584.045095
32289,4477379.681190,589583.904009
32391,4477379.726068,589583.757750
32492,4477379.775114,589583.616530
32594,4477379.808738,589583.476089
32695,4477379.856463,589583.345063
32796,4477379.892694,589583.209086
32897,4477379.932542,589583.087825
32998,4477379.971824,589582.965637
33098,4477380.015045,589582.847897
33200,4477380.057521,589582.732881
33301,4477380.094617,589582.622849
33401,4477380.141125,589582.510753
33503,4477380.185692,589582.422006
33604,4477380.221056,589582.315727
33705,4477380.257471,589582.232252
33806,4477380.295541,589582.138663
33907,4477380.331358,589582.051632
34008,4477380.377447,589581.969483
34108,4477380.413407,589581.885165
34209,4477380.454499,589581.812152
34310,4477380.493495,589581.740351
34411,4477380.535493,589581.668854
34512,4477380.575234,589581.603660
34614,4477380.612875,589581.539170
34715,4477380.655640,589581.476146
34816,4477380.701613,589581.412150
34916,4477380.753417,589581.353004
35018,4477380.803055,589581.289134
35119,4477380.859539,589581.231374
35220,4477380.910687,589581.163838
35320,4477380.958481,589581.103553
35421,4477381.017557,589581.049070
35524,4477381.067708,589580.990961
35624,4477381.121369,589580.929333
35725,4477381.193825,589580.879694
35826,4477381.256861,589580.822111
35926,4477381.314078,589580.770025
36028,4477381.377414,589580.719053
36128,4477381.434222,589580.679102
36230,4477381.495333,589580.627733
36330,4477381.550770,589580.593905
36431,4477381.618489,589580.556622
36532,4477381.666168,589580.505329
36634,4477381.731788,589580.459589
36735,4477381.811478,589580.420721
36835,4477381.879709,589580.379869
36936,4477381.950154,589580.338482
37038,4477382.040202,589580.302374
37138,4477382.119897,589580.263930
37240,4477382.206714,589580.217598
37340,4477382.305807,589580.195207
37441,4477382.388246,589580.172761
37542,4477382.469776,589580.139215
37644,4477382.555935,589580.121390
37745,4477382.649663,589580.105256
37846,4477382.735123,589580.084725
37946,4477382.821735,589580.067743
38047,4477382.909819,589580.062363
38148,4477382.988275,589580.040983
38250,4477383.070310,589580.040426
38350,4477383.159802,589580.032146
38451,4477383.247082,589580.024486
38552,4477383.341581,589580.026409
38654,4477383.427623,589580.026737
38755,4477383.511522,589580.024207
38856,4477383.585714,589580.036128
38956,4477383.661791,589580.038696
39058,4477383.748863,589580.041556
39158,4477383.822938,589580.052969
39259,4477383.899726,589580.068506
39360,4477383.977398,589580.074447
39461,4477384.047125,589580.084386
39562,4477384.110034,589580.099749
39664,4477384.178898,589580.111818
39765,4477384.246658,589580.124410
39865,4477384.310424,589580.137134
39966,4477384.378107,589580.143279
40068,4477384.442541,589580.156250
40168,4477384.499004,589580.171012
40274,4477384.627775,589580.198141
40370,4477384.686949,589580.198197
40471,4477384.743047,589580.219664
40572,4477384.801222,589580.229062
40674,4477384.858906,589580.234564
40774,4477384.905526,589580.243252
40876,4477384.957826,589580.253399
40976,4477385.001110,589580.261617
41078,4477385.054574,589580.267000
41178,4477385.090128,589580.278704
41280,4477385.121456,589580.289696
41380,4477385.153236,589580.292115
41481,4477385.175710,589580.296172
41582,4477385.189284,589580.298724
41684,4477385.199856,589580.300803
41784,4477385.206972,589580.301735
41886,4477385.212074,589580.301335
41986,4477385.215743,589580.301800
42088,4477385.218865,589580.302865
42189,4477385.221316,589580.303600
42290,4477385.225329,589580.304993
42390,4477385.227140,589580.307856
42491,4477385.229356,589580.307490
42592,4477385.231779,589580.305934
42694,4477385.235239,589580.307420
42794,4477385.237361,589580.308497
42896,4477385.237908,589580.307812
42996,4477385.238485,589580.309671
43098,4477385.241145,589580.309300
43198,4477385.244905,589580.308067
43300,4477385.247593,589580.310071
43404,4477385.247267,589580.310584
43505,4477385.246067,589580.312379
43605,4477385.247389,589580.311515
43706,4477385.246827,589580.310928
43808,4477385.246935,589580.310673
43908,4477385.248373,589580.310316
44010,4477385.244969,589580.313410
44110,4477385.246964,589580.313132
44212,4477385.247275,589580.311262
44313,4477385.248069,589580.312695
44413,4477385.250589,589580.309950
44515,4477385.247835,589580.311680
44616,4477385.247272,589580.311008
44716,4477385.246638,589580.313730
44818,4477385.241226,589580.316085
44918,4477385.247730,589580.312190
45019,4477385.249135,589580.318280
45120,4477385.245368,589580.318919
45221,4477385.246569,589580.307963
45322,4477385.247277,589580.311432
45424,4477385.240031,589580.308974
45524,4477385.230025,589580.298491
45625,4477385.228863,589580.294179
45726,4477385.229649,589580.294848
45828,4477385.235357,589580.289436
45928,4477385.235321,589580.286468
46030,4477385.237872,589580.314089
46130,4477385.241423,589580.313962
46231,4477385.248121,589580.317020
46332,4477385.243220,589580.315721
46433,4477385.246480,589580.309830
46535,4477385.249634,589580.313609
46636,4477385.245123,589580.307725
46736,4477385.243854,589580.322330
46838,4477385.232139,589580.326711
46938,4477385.225056,589580.328577
47040,4477385.231256,589580.327146
47140,4477385.232091,589580.322725
47241,4477385.234662,589580.324136
47342,4477385.242154,589580.319381
47443,4477385.244855,589580.313157
47544,4477385.255221,589580.307350
47645,4477385.257131,589580.309278
47747,4477385.252936,589580.311195
47848,4477385.257863,589580.305453
47948,4477385.258313,589580.305956
48050,4477385.257781,589580.307913
48150,4477385.256876,589580.306482
48251,4477385.256310,589580.305556
48352,4477385.255650,589580.306073
