timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c9
11331,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
11334,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
11337,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
11340,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
11344,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
11369,1.002100,0.000000,0.000000,0.000000,1.002100,-0.000064,0.000000,-0.000064,1.006300
11392,1.002100,0.000000,0.000000,0.000000,1.002100,-0.000064,0.000000,-0.000064,1.006300
11405,1.004002,0.000000,0.000000,0.000000,1.004001,-0.000965,0.000000,-0.000965,1.012000
11424,1.004002,0.000000,0.000000,0.000000,1.004001,-0.000965,0.000000,-0.000965,1.012000
11473,0.000276,0.000000,-0.000000,0.000000,0.000276,-0.000000,-0.000000,-0.000000,1.011999
11482,0.000276,0.000000,-0.000000,0.000000,0.000276,-0.000000,-0.000000,-0.000000,1.011999
11485,0.000276,0.000000,-0.000000,0.000000,0.000276,-0.000000,-0.000000,-0.000000,1.011999
11489,0.000276,0.000000,-0.000000,0.000000,0.000276,-0.000000,-0.000000,-0.000000,1.011999
11494,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11497,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11502,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11505,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11508,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11513,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11516,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11520,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11524,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11528,0.000676,0.000000,0.000000,0.000000,0.000676,-0.000026,0.000000,-0.000026,1.013199
11531,0.000976,0.000000,0.000000,0.000000,0.000976,-0.000026,0.000000,-0.000026,1.014099
11537,0.001576,0.000000,0.000000,0.000000,0.001576,-0.000064,0.000000,-0.000064,1.015899
11540,0.001876,0.000000,0.000000,0.000000,0.001876,-0.000127,0.000000,-0.000127,1.016799
11544,0.002276,0.000000,0.000000,0.000000,0.002276,-0.000210,0.000000,-0.000210,1.017999
11548,0.002776,0.000000,0.000000,0.000000,0.002776,-0.000305,0.000000,-0.000305,1.019499
11552,0.003076,0.000000,0.000000,0.000000,0.003076,-0.000324,0.000000,-0.000324,1.020399
11555,0.003376,0.000000,0.000000,0.000000,0.003376,-0.000343,0.000000,-0.000343,1.021299
11565,0.000258,-0.000000,0.000000,-0.000000,0.000258,-0.000023,0.000000,-0.000023,1.022771
11570,0.000258,-0.000000,0.000000,-0.000000,0.000258,-0.000023,0.000000,-0.000023,1.022771
11576,0.000258,-0.000000,0.000000,-0.000000,0.000258,-0.000023,0.000000,-0.000023,1.022771
11582,0.001058,-0.000000,0.000000,-0.000000,0.001058,-0.000023,0.000000,-0.000023,1.025171
11585,0.001458,-0.000000,0.000000,-0.000000,0.001458,-0.000023,0.000000,-0.000023,1.026371
