timestamp,steering
122550,-3.1725
122563,-3.1725
122574,-2.32875
122585,-2.0925
122596,-1.670625
122607,-1.198125
122618,-1.063125
122629,-0.590625
122640,-0.590625
122651,-0.590625
122663,-0.590625
122674,-0.4725
122685,-0.4725
122696,-0.4725
122708,-0.286875
122719,-0.286875
122730,-0.286875
122741,-0.286875
122752,-0.286875
122764,-0.16875
122775,-0.16875
122786,-0.16875
122797,-0.118125
122808,0
122819,0
122830,0
122841,0
122852,0
122865,0
122876,0
122887,0
122898,0
122909,0
122920,0
122931,0
122942,0
122953,-0.388125
122966,-0.489375
122977,-1.366875
122988,-2.0925
122999,-3.290625
123010,-3.898125
123021,-4.539375
123032,-4.978125
123043,-5.56875
123054,-6.665625
123067,-7.25625
123078,-7.678125
123089,-8.319375
123100,-9.34875
123111,-9.95625
123122,-10.935
123133,-11.694375
123144,-12.166875
123155,-12.65625
123168,-13.078125
123179,-13.786875
123190,-14.681251
123201,-15.204375
123212,-15.896251
123223,-16.790625
123234,-17.2125
123245,-17.684999
123256,-18.225
123270,-19.254375
123282,-20.266876
123293,-20.705626
123304,-21.650625
123315,-22.0725
123326,-22.848751
123337,-23.49
123348,-23.99625
123359,-25.194376
123371,-25.194376
123382,-26.679375
123393,-27.354376
123404,-27.945
123415,-28.974375
123426,-29.362501
123437,-29.39625
123448,-29.39625
123459,-29.446875
123471,-29.446875
123482,-29.514376
123493,-29.565001
123504,-29.565001
123515,-29.986876
123526,-29.986876
123538,-29.986876
123549,-29.986876
123560,-29.986876
123573,-29.986876
123584,-29.986876
123595,-29.986876
123606,-29.986876
123617,-29.986876
123628,-29.986876
123639,-29.986876
123650,-29.986876
123661,-29.986876
123673,-29.986876
123684,-29.986876
123696,-29.986876
123707,-29.986876
123718,-29.986876
123729,-29.986876
123740,-29.986876
123751,-29.986876
123762,-29.986876
123774,-29.986876
123785,-29.986876
123796,-29.986876
123807,-29.986876
123819,-29.986876
123830,-29.986876
123841,-29.986876
123852,-29.986876
123863,-29.986876
123875,-29.986876
123886,-29.986876
123897,-29.986876
123908,-29.986876
123919,-29.986876
123930,-29.986876
123942,-29.986876
123953,-29.986876
123964,-29.986876
123976,-29.986876
123987,-29.986876
123998,-29.986876
124009,-29.986876
124020,-29.986876
124031,-29.986876
124042,-29.986876
124053,-29.986876
124065,-29.986876
124077,-29.986876
124088,-29.986876
124099,-29.986876
124110,-29.986876
124121,-29.986876
124132,-29.986876
124143,-29.986876
124154,-29.986876
124165,-29.986876
124179,-29.986876
124190,-29.86875
124201,-29.362501
124212,-29.278126
124223,-29.278126
124234,-29.39625
124245,-29.818125
124256,-29.818125
124267,-29.86875
124279,-29.986876
124290,-29.986876
124301,-29.986876
124312,-29.986876
124323,-29.986876
124334,-29.986876
124345,-29.986876
124356,-29.986876
124367,-29.986876
124381,-29.986876
124393,-29.986876
124404,-29.986876
124415,-29.986876
124426,-29.986876
124437,-29.986876
124448,-29.986876
124459,-29.986876
124470,-29.986876
124482,-29.986876
124493,-29.986876
124504,-29.986876
124516,-29.986876
124527,-29.986876
124538,-29.986876
124549,-29.986876
124560,-29.986876
124571,-29.986876
124582,-29.986876
124593,-29.986876
124604,-29.986876
124615,-29.986876
124626,-29.986876
124637,-29.986876
124648,-29.986876
124659,-29.986876
124670,-29.986876
124684,-29.986876
124695,-29.986876
124706,-29.986876
124717,-29.986876
124728,-29.986876
124739,-29.986876
124750,-29.986876
124761,-29.986876
124772,-29.986876
124784,-29.986876
124795,-29.986876
124807,-29.986876
124818,-29.986876
124829,-29.986876
124840,-29.986876
124851,-29.986876
124862,-29.986876
124873,-29.986876
124885,-29.986876
124896,-29.986876
124907,-29.986876
124918,-29.986876
124930,-29.986876
124941,-29.986876
124952,-29.986876
124963,-29.986876
124974,-29.986876
124987,-29.986876
124998,-29.986876
125009,-29.986876
125020,-29.986876
125031,-29.986876
125042,-29.986876
125053,-29.986876
125064,-29.986876
125075,-29.986876
125087,-29.986876
125098,-29.986876
125109,-29.986876
125120,-29.986876
125131,-29.986876
125142,-29.986876
125153,-29.986876
125164,-29.986876
125176,-29.986876
125188,-29.986876
125199,-29.986876
125210,-29.986876
125221,-29.986876
125232,-29.986876
125243,-29.986876
125254,-29.986876
125265,-29.986876
125276,-29.986876
125289,-29.986876
125300,-29.986876
125311,-29.986876
125322,-29.986876
125333,-29.986876
125344,-29.986876
125355,-29.986876
125366,-29.986876
125377,-29.986876
125390,-29.986876
125401,-29.986876
125412,-29.986876
125423,-29.986876
125434,-29.986876
125445,-29.986876
125456,-29.986876
125467,-29.986876
125478,-29.986876
125491,-29.986876
125502,-29.986876
125513,-29.986876
125524,-29.986876
125535,-29.986876
125546,-29.986876
125557,-29.986876
125568,-29.986876
125579,-29.986876
125592,-29.986876
125603,-29.986876
125614,-29.986876
125625,-29.986876
125636,-29.986876
125647,-29.986876
125658,-29.986876
125669,-29.986876
125680,-29.986876
125693,-29.986876
125704,-29.986876
125715,-29.986876
125726,-29.986876
125737,-29.986876
125748,-29.986876
125759,-29.986876
125770,-29.986876
125781,-29.986876
125797,-29.986876
125808,-29.986876
125819,-29.986876
125830,-29.986876
125841,-29.986876
125852,-29.986876
125863,-29.986876
125874,-29.986876
125885,-29.986876
125896,-29.986876
125907,-29.986876
125918,-29.986876
125929,-29.986876
125940,-29.986876
125951,-29.986876
125962,-29.986876
125973,-29.986876
125984,-29.986876
125997,-29.986876
126008,-29.986876
126019,-29.986876
126030,-29.986876
126041,-29.986876
126052,-29.986876
126063,-29.986876
126074,-29.986876
126085,-29.986876
126097,-29.986876
126108,-29.986876
126119,-29.986876
126130,-29.986876
126141,-29.986876
126152,-29.986876
126164,-29.986876
126175,-29.986876
126186,-29.986876
126199,-29.986876
126210,-29.986876
126221,-29.986876
126232,-29.986876
126243,-29.986876
126254,-29.986876
126265,-29.986876
126276,-29.986876
126287,-29.986876
126299,-29.986876
126310,-29.986876
126321,-29.986876
126332,-29.986876
126343,-29.986876
126354,-29.986876
126365,-29.986876
126376,-29.986876
126387,-29.986876
126401,-29.986876
126412,-29.986876
126423,-29.986876
126434,-29.986876
126445,-29.986876
126456,-29.986876
126467,-29.986876
126478,-29.986876
126489,-29.986876
126501,-29.986876
126512,-29.986876
126523,-29.986876
126534,-29.986876
126545,-29.986876
126556,-29.986876
126567,-29.986876
126578,-29.986876
126589,-29.986876
126602,-29.986876
126613,-29.986876
126624,-29.986876
126635,-29.986876
126646,-29.986876
126657,-29.986876
126668,-29.986876
126679,-29.986876
126690,-29.986876
126704,-29.986876
126715,-29.986876
126726,-29.986876
126738,-29.986876
126749,-29.986876
126760,-29.986876
126771,-29.986876
126782,-29.986876
126793,-29.986876
126804,-29.986876
126815,-29.986876
126826,-29.986876
126837,-29.986876
126848,-29.986876
126859,-29.986876
126870,-29.986876
126881,-29.986876
126892,-29.986876
126906,-29.986876
126917,-29.986876
126928,-29.986876
126939,-29.986876
126950,-29.986876
126961,-29.986876
126972,-29.986876
126983,-29.986876
126994,-29.986876
127010,-29.986876
127021,-29.986876
127032,-29.986876
127043,-29.986876
127054,-29.986876
127065,-29.986876
127076,-29.986876
127087,-29.986876
127098,-29.986876
127109,-29.986876
127120,-29.986876
127131,-29.986876
127142,-29.986876
127153,-29.986876
127164,-29.986876
127175,-29.986876
127186,-29.986876
127197,-29.986876
127208,-29.986876
127219,-29.986876
127230,-29.986876
127241,-29.986876
127252,-29.986876
127263,-29.986876
127275,-29.986876
127286,-29.986876
127297,-29.986876
127314,-29.986876
127325,-29.986876
127336,-29.986876
127347,-29.986876
127358,-29.986876
127369,-29.986876
127380,-29.986876
127391,-29.986876
127402,-29.986876
127413,-29.986876
127424,-29.986876
127435,-29.986876
127446,-29.986876
127457,-29.986876
127468,-29.986876
127480,-29.986876
127491,-29.986876
127502,-29.986876
127513,-29.986876
127524,-29.986876
127535,-29.986876
127546,-29.986876
127557,-29.986876
127568,-29.986876
127579,-29.986876
127590,-29.986876
127601,-29.986876
127612,-29.986876
127623,-29.986876
127634,-29.986876
127645,-29.986876
127656,-29.986876
