timestamp,pos_x,pos_y,accuracy
432263,4477429.553835,589630.251671,14.100000
432363,4477429.481964,589630.136836,14.100000
432464,4477429.410951,589630.028692,14.100000
432570,4477429.333801,589629.927237,14.100000
432670,4477429.255980,589629.816121,14.100000
432771,4477429.187300,589629.698873,14.100000
432872,4477429.114331,589629.594314,14.100000
432979,4477429.044787,589629.488357,14.100000
433082,4477428.961197,589629.368234,14.100000
433184,4477428.899240,589629.246919,14.100000
433284,4477428.821411,589629.153615,14.100000
433387,4477428.739174,589629.026011,14.100000
433495,4477428.594689,589628.799149,14.100000
433593,4477428.500797,589628.671685,14.100000
433693,4477428.435188,589628.579083,14.100000
433794,4477428.355923,589628.458654,14.100000
433895,4477428.285070,589628.354579,14.100000
433996,4477428.200899,589628.232342,14.100000
434102,4477428.122235,589628.115722,14.100000
434203,4477428.048520,589628.013717,14.100000
434303,4477427.978348,589627.901661,14.100000
434405,4477427.895455,589627.784159,14.100000
434507,4477427.832793,589627.687365,14.100000
434607,4477427.750842,589627.574347,14.100000
434708,4477427.659539,589627.468481,14.100000
434809,4477427.593628,589627.369182,14.100000
434915,4477427.526389,589627.233171,14.100000
435017,4477427.449276,589627.134854,14.100000
435118,4477427.364909,589627.033316,14.100000
435218,4477427.285367,589626.908225,14.100000
435321,4477427.210440,589626.797752,14.100000
435421,4477427.128603,589626.684987,14.100000
435523,4477427.053552,589626.564168,14.100000
435625,4477426.980241,589626.458850,14.100000
435725,4477426.907769,589626.321545,14.100000
435825,4477426.826654,589626.222767,14.100000
435926,4477426.757504,589626.093989,14.100000
436027,4477426.673094,589625.979643,14.100000
436129,4477426.587572,589625.874387,14.100000
436229,4477426.512862,589625.772733,14.100000
436330,4477426.429220,589625.666860,14.100000
436435,4477426.349136,589625.561453,14.100000
436536,4477426.271485,589625.427433,14.100000
436638,4477426.184632,589625.312947,14.100000
436738,4477426.110203,589625.206964,14.100000
436840,4477426.027155,589625.104392,14.100000
436940,4477425.956623,589624.980805,14.100000
437041,4477425.862485,589624.851308,14.400000
437145,4477425.795819,589624.735308,14.500000
437245,4477425.705707,589624.626883,14.100000
437348,4477425.615543,589624.504802,14.100000
437450,4477425.536236,589624.390056,14.300000
437551,4477425.467334,589624.263565,14.900000
437652,4477425.373559,589624.164430,14.600000
437753,4477425.294084,589624.054181,14.500000
437854,4477425.231399,589623.927701,15.000000
437955,4477425.142440,589623.813494,15.600000
438056,4477425.053131,589623.716511,17.300000
438160,4477424.980922,589623.619746,17.000000
438262,4477424.891586,589623.501897,16.800000
438363,4477424.814635,589623.389243,16.900000
438464,4477424.746417,589623.273516,16.600000
438565,4477424.666455,589623.141135,16.500000
438669,4477424.588859,589623.020940,16.100000
438770,4477424.508068,589622.912149,16.000000
438871,4477424.441012,589622.791404,14.900000
438973,4477424.367314,589622.681595,14.400000
439074,4477424.310620,589622.563949,15.100000
439175,4477424.224206,589622.449119,15.400000
439279,4477424.142406,589622.330161,14.100000
439381,4477424.083246,589622.219839,14.100000
439484,4477424.012414,589622.108300,14.100000
439585,4477423.942423,589621.992764,14.100000
439686,4477423.878660,589621.887501,14.100000
439787,4477423.808963,589621.768738,14.100000
439890,4477423.742150,589621.659017,14.100000
439995,4477423.601474,589621.434993,14.100000
440094,4477423.538119,589621.308096,14.100000
440195,4477423.465087,589621.198279,14.100000
440296,4477423.394580,589621.095303,14.100000
440397,4477423.322765,589620.985047,14.100000
440498,4477423.259018,589620.871811,14.600000
440599,4477423.186229,589620.773018,14.100000
440700,4477423.119341,589620.647775,14.700000
440802,4477423.052703,589620.534150,14.200000
440904,4477422.983644,589620.431580,15.000000
441005,4477422.913154,589620.330045,15.300000
441106,4477422.836883,589620.209241,15.000000
441207,4477422.766172,589620.107793,14.100000
441308,4477422.692243,589620.015799,14.100000
441409,4477422.622683,589619.889910,14.100000
441510,4477422.550075,589619.778307,14.100000
441615,4477422.471571,589619.675087,14.100000
