timestamp,pos_x,pos_y,accuracy
29953,4477099.004557,589587.475775,14.100000
30056,4477099.136526,589587.556731,14.100000
30156,4477099.237129,589587.651294,14.100000
30257,4477099.340368,589587.734290,14.100000
30359,4477099.456492,589587.808479,14.100000
30465,4477099.532465,589587.904355,14.100000
30564,4477099.656582,589587.997195,14.100000
30667,4477099.746914,589588.096207,14.100000
30767,4477099.861305,589588.164818,14.100000
30868,4477099.986772,589588.231177,14.100000
30969,4477100.072817,589588.315311,14.100000
31070,4477100.178232,589588.413040,14.100000
31171,4477100.285887,589588.493947,14.100000
31273,4477100.391627,589588.590994,14.100000
31374,4477100.495795,589588.677371,14.100000
31476,4477100.606695,589588.751114,14.100000
31579,4477100.696648,589588.864890,14.100000
31685,4477100.799129,589588.949422,14.100000
31792,4477100.913743,589589.027276,14.100000
31918,4477101.128954,589589.162202,14.100000
32017,4477101.226208,589589.245948,14.100000
32119,4477101.345950,589589.325608,14.100000
32220,4477101.436310,589589.399172,14.100000
32323,4477101.529060,589589.486958,14.100000
32424,4477101.630907,589589.574127,14.100000
32526,4477101.718653,589589.642633,14.100000
32627,4477101.827332,589589.716318,14.100000
32729,4477101.912819,589589.818696,14.100000
32832,4477102.011934,589589.900214,14.100000
32932,4477102.105091,589589.975611,14.100000
33036,4477102.209389,589590.035691,14.100000
33142,4477102.336593,589590.098806,14.100000
33247,4477102.431090,589590.174866,15.600000
33349,4477102.507889,589590.246981,15.600000
33450,4477102.625532,589590.327514,16.000000
33558,4477102.718949,589590.406046,19.400000
33662,4477102.830758,589590.462983,22.400000
33764,4477102.931720,589590.541171,27.200000
33864,4477103.031759,589590.625731,33.900000
33967,4477103.128488,589590.702697,39.200000
34069,4477103.219529,589590.786772,44.600000
34172,4477103.321544,589590.869443,48.800000
34274,4477103.410205,589590.968050,52.800000
34375,4477103.534991,589591.033230,55.900000
34476,4477103.653356,589591.118419,59.200000
34582,4477103.755436,589591.197272,62.000000
34684,4477103.863046,589591.274363,64.900000
34783,4477104.012385,589591.378182,41.300000
34885,4477104.154533,589591.419149,42.000000
34988,4477104.204080,589591.598213,14.100000
35093,4477104.422370,589591.758465,14.100000
35293,4477104.519586,589591.857649,14.100000
35397,4477104.737655,589592.036564,14.100000
35496,4477104.859803,589592.113226,14.100000
35599,4477104.980582,589592.205342,14.100000
35807,4477105.168563,589592.346955,21.000000
35904,4477105.292876,589592.400350,15.200000
36006,4477105.390706,589592.458047,15.700000
36107,4477105.488311,589592.533985,15.900000
36208,4477105.623552,589592.628643,17.600000
36313,4477105.748928,589592.705945,18.500000
36414,4477105.854385,589592.770168,18.900000
36515,4477105.958983,589592.855267,22.000000
36616,4477106.074577,589592.940914,23.900000
36719,4477106.185949,589593.026187,29.200000
36823,4477106.284862,589593.109489,33.800000
36925,4477106.421466,589593.206675,14.100000
37028,4477106.534323,589593.295493,14.100000
37133,4477106.642735,589593.365364,14.100000
37234,4477106.761830,589593.446643,14.100000
37336,4477106.874430,589593.532495,14.100000
37438,4477106.971459,589593.588167,14.100000
37540,4477107.082375,589593.672512,14.100000
37643,4477107.182067,589593.755889,14.100000
37744,4477107.276522,589593.856209,15.700000
37849,4477107.362633,589593.945856,17.600000
37949,4477107.471469,589594.041847,19.500000
38055,4477107.575708,589594.124916,17.200000
38156,4477107.708784,589594.205603,17.900000
38257,4477107.837273,589594.274046,18.200000
38402,4477108.061597,589594.437533,18.200000
38499,4477108.171093,589594.533093,17.300000
38600,4477108.270814,589594.609599,18.100000
38700,4477108.383061,589594.675267,19.300000
38801,4477108.485393,589594.756577,22.800000
38904,4477108.574288,589594.837623,18.700000
39004,4477108.658517,589594.936962,18.900000
39106,4477108.761514,589595.018179,20.200000
39207,4477108.863398,589595.099155,23.200000
