timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c9
40379,0.003444,-0.000000,0.000000,-0.000000,0.003444,-0.000000,0.000000,-0.000000,1.009146
40387,0.005093,-0.000000,-0.000000,-0.000000,0.004266,-0.028564,-0.000000,-0.028564,1.009149
40399,0.008741,-0.000000,0.000000,-0.000000,0.008052,-0.066716,0.000000,-0.066716,1.009152
40409,0.011786,0.000000,-0.000000,0.000000,0.014352,-0.101984,-0.000000,-0.101984,1.009156
40420,0.014801,-0.000000,0.000000,-0.000000,0.023484,-0.137720,0.000000,-0.137720,1.009159
40427,0.015654,0.000000,-0.000000,0.000000,0.029663,-0.157213,-0.000000,-0.157213,1.009161
40431,0.016241,-0.000000,0.000000,-0.000000,0.035522,-0.173643,0.000000,-0.173643,1.009162
40442,0.019058,-0.000000,-0.000000,-0.000000,0.050624,-0.210166,-0.000000,-0.210166,1.009166
40453,0.021815,-0.000000,0.000000,-0.000000,0.069165,-0.247612,0.000000,-0.247612,1.009169
40466,0.025016,-0.000000,0.000000,-0.000000,0.093637,-0.289602,0.000000,-0.289602,1.009173
40470,0.025518,-0.000000,0.000000,-0.000000,0.104941,-0.307011,0.000000,-0.307011,1.009174
40478,0.003061,0.000000,0.000000,0.000000,0.003362,-0.009041,0.000000,-0.009041,0.132075
40485,0.003089,-0.000012,0.000114,-0.000012,0.004325,-0.014406,0.000114,-0.014406,0.132077
40496,0.003200,-0.000063,0.000342,-0.000063,0.007574,-0.025148,0.000342,-0.025148,0.132080
40509,0.003307,-0.000152,0.000572,-0.000152,0.012611,-0.035929,0.000572,-0.035929,0.132084
40516,0.003342,-0.000222,0.000706,-0.000222,0.016393,-0.042249,0.000706,-0.042249,0.132086
40521,0.003360,-0.000281,0.000802,-0.000281,0.019478,-0.046780,0.000802,-0.046780,0.132087
40531,0.003439,-0.000433,0.001015,-0.000433,0.027385,-0.056772,0.001015,-0.056772,0.132091
40542,0.003512,-0.000618,0.001228,-0.000618,0.036869,-0.066823,0.001228,-0.066823,0.132094
40553,0.003580,-0.000838,0.001443,-0.000838,0.047951,-0.076932,0.001443,-0.076932,0.132097
40560,0.003602,-0.000981,0.001568,-0.000981,0.055078,-0.082789,0.001568,-0.082789,0.132099
40567,0.003630,-0.001162,0.001714,-0.001162,0.064074,-0.089642,0.001714,-0.089642,0.132101
40579,0.001784,-0.000030,0.000076,-0.000030,0.003316,-0.004105,0.000076,-0.004105,0.010408
40586,0.001785,-0.000041,0.000092,-0.000041,0.003801,-0.004677,0.000092,-0.004677,0.010411
40599,0.001788,-0.000065,0.000120,-0.000065,0.004778,-0.005659,0.000120,-0.005659,0.010414
40605,0.001789,-0.000082,0.000137,-0.000082,0.005446,-0.006242,0.000137,-0.006242,0.010416
40610,0.001790,-0.000092,0.000146,-0.000092,0.005857,-0.006575,0.000146,-0.006575,0.010417
40621,0.001792,-0.000124,0.000172,-0.000124,0.007098,-0.007492,0.000172,-0.007492,0.010421
40631,0.001794,-0.000160,0.000198,-0.000160,0.008501,-0.008410,0.000198,-0.008410,0.010424
40642,0.001797,-0.000201,0.000224,-0.000201,0.010066,-0.009328,0.000224,-0.009328,0.010427
40650,0.001799,-0.000230,0.000241,-0.000230,0.011166,-0.009923,0.000241,-0.009923,0.010429
40656,0.001800,-0.000261,0.000258,-0.000261,0.012334,-0.010518,0.000258,-0.010518,0.010432
40669,0.001803,-0.000318,0.000287,-0.000318,0.014494,-0.011539,0.000287,-0.011539,0.010435
40680,0.001185,-0.000043,0.000053,-0.000043,0.002876,-0.002143,0.000053,-0.002143,0.002675
40687,0.001186,-0.000049,0.000057,-0.000049,0.003094,-0.002274,0.000057,-0.002274,0.002677
40691,0.001186,-0.000054,0.000061,-0.000054,0.003285,-0.002384,0.000061,-0.002384,0.002678
40700,0.001187,-0.000064,0.000066,-0.000064,0.003609,-0.002559,0.000066,-0.002559,0.002681
40712,0.001189,-0.000078,0.000074,-0.000078,0.004092,-0.002800,0.000074,-0.002800,0.002684
40722,0.001191,-0.000093,0.000082,-0.000093,0.004619,-0.003042,0.000082,-0.003042,0.002687
40733,0.001192,-0.000110,0.000090,-0.000110,0.005200,-0.003288,0.000090,-0.003288,0.002691
40743,0.001194,-0.000129,0.000098,-0.000129,0.005825,-0.003534,0.000098,-0.003534,0.002694
40754,0.001196,-0.000149,0.000105,-0.000149,0.006496,-0.003781,0.000105,-0.003781,0.002697
40766,0.001197,-0.000172,0.000114,-0.000172,0.007279,-0.004050,0.000114,-0.004050,0.002701
40773,0.001199,-0.000187,0.000119,-0.000187,0.007761,-0.004207,0.000119,-0.004207,0.002703
40786,0.000891,-0.000046,0.000036,-0.000046,0.002481,-0.001287,0.000036,-0.001287,0.001051
40793,0.000892,-0.000050,0.000039,-0.000050,0.002635,-0.001348,0.000039,-0.001348,0.001053
40803,0.000893,-0.000059,0.000042,-0.000059,0.002892,-0.001445,0.000042,-0.001445,0.001057
40815,0.000895,-0.000068,0.000046,-0.000068,0.003198,-0.001552,0.000046,-0.001552,0.001060
40828,0.000896,-0.000080,0.000050,-0.000080,0.003553,-0.001669,0.000050,-0.001669,0.001064
40841,0.000898,-0.000092,0.000054,-0.000092,0.003935,-0.001786,0.000054,-0.001786,0.001068
40852,0.000899,-0.000103,0.000057,-0.000103,0.004278,-0.001885,0.000057,-0.001885,0.001071
40856,0.000900,-0.000107,0.000058,-0.000107,0.004375,-0.001912,0.000058,-0.001912,0.001072
40863,0.000901,-0.000115,0.000061,-0.000115,0.004639,-0.001985,0.000061,-0.001985,0.001075
40876,0.000903,-0.000130,0.000065,-0.000130,0.005091,-0.002103,0.000065,-0.002103,0.001079
40886,0.000717,-0.000044,0.000027,-0.000044,0.002125,-0.000857,0.000027,-0.000857,0.000545
40895,0.000718,-0.000047,0.000028,-0.000047,0.002229,-0.000889,0.000028,-0.000889,0.000547
40901,0.000719,-0.000052,0.000029,-0.000052,0.002366,-0.000930,0.000029,-0.000930,0.000550
40909,0.000720,-0.000056,0.000030,-0.000056,0.002477,-0.000962,0.000030,-0.000962,0.000552
40921,0.000721,-0.000062,0.000032,-0.000062,0.002676,-0.001017,0.000032,-0.001017,0.000556
40931,0.000722,-0.000069,0.000034,-0.000069,0.002868,-0.001068,0.000034,-0.001068,0.000559
40948,0.000724,-0.000079,0.000037,-0.000079,0.003167,-0.001143,0.000037,-0.001143,0.000564
40961,0.000726,-0.000087,0.000039,-0.000087,0.003390,-0.001197,0.000039,-0.001197,0.000568
40970,0.000727,-0.000094,0.000041,-0.000094,0.003604,-0.001246,0.000041,-0.001246,0.000571
40988,0.000601,-0.000041,0.000020,-0.000041,0.001843,-0.000617,0.000020,-0.000617,0.000340
40997,0.000602,-0.000043,0.000021,-0.000043,0.001919,-0.000637,0.000021,-0.000637,0.000342
41009,0.000603,-0.000048,0.000022,-0.000048,0.002037,-0.000668,0.000022,-0.000668,0.000346
41021,0.000605,-0.000052,0.000023,-0.000052,0.002161,-0.000699,0.000023,-0.000699,0.000349
41031,0.000606,-0.000056,0.000024,-0.000056,0.002279,-0.000728,0.000024,-0.000728,0.000352
41039,0.000607,-0.000059,0.000025,-0.000059,0.002357,-0.000746,0.000025,-0.000746,0.000355
41043,0.000607,-0.000061,0.000026,-0.000061,0.002403,-0.000757,0.000026,-0.000757,0.000356
41053,0.000609,-0.000065,0.000027,-0.000065,0.002531,-0.000786,0.000027,-0.000786,0.000359
41066,0.000610,-0.000070,0.000028,-0.000070,0.002664,-0.000816,0.000028,-0.000816,0.000362
41075,0.000611,-0.000075,0.000029,-0.000075,0.002801,-0.000846,0.000029,-0.000846,0.000366
41081,0.000612,-0.000077,0.000029,-0.000077,0.002874,-0.000861,0.000029,-0.000861,0.000367
41095,0.000521,-0.000038,0.000016,-0.000038,0.001629,-0.000479,0.000016,-0.000479,0.000249
41103,0.000522,-0.000040,0.000017,-0.000040,0.001677,-0.000491,0.000017,-0.000491,0.000251
41113,0.000523,-0.000043,0.000018,-0.000043,0.001756,-0.000511,0.000018,-0.000511,0.000254
41122,0.000524,-0.000045,0.000018,-0.000045,0.001819,-0.000526,0.000018,-0.000526,0.000257
41129,0.000525,-0.000047,0.000019,-0.000047,0.001869,-0.000538,0.000019,-0.000538,0.000259
41140,0.000526,-0.000050,0.000019,-0.000050,0.001950,-0.000557,0.000019,-0.000557,0.000262
41151,0.000527,-0.000053,0.000020,-0.000053,0.002034,-0.000576,0.000020,-0.000576,0.000265
41162,0.000528,-0.000056,0.000021,-0.000056,0.002120,-0.000595,0.000021,-0.000595,0.000269
41166,0.000529,-0.000057,0.000021,-0.000057,0.002143,-0.000600,0.000021,-0.000600,0.000270
41173,0.000530,-0.000059,0.000022,-0.000059,0.002206,-0.000614,0.000022,-0.000614,0.000272
41184,0.000531,-0.000062,0.000022,-0.000062,0.002294,-0.000633,0.000022,-0.000633,0.000275
41196,0.000461,-0.000034,0.000014,-0.000034,0.001418,-0.000388,0.000014,-0.000388,0.000206
41203,0.000462,-0.000035,0.000014,-0.000035,0.001454,-0.000397,0.000014,-0.000397,0.000208
41209,0.000463,-0.000036,0.000015,-0.000036,0.001485,-0.000405,0.000015,-0.000405,0.000210
41214,0.000463,-0.000037,0.000015,-0.000037,0.001511,-0.000411,0.000015,-0.000411,0.000211
41229,0.000464,-0.000040,0.000015,-0.000040,0.001582,-0.000429,0.000015,-0.000429,0.000215
41238,0.000466,-0.000042,0.000016,-0.000042,0.001644,-0.000444,0.000016,-0.000444,0.000219
41250,0.000467,-0.000045,0.000017,-0.000045,0.001708,-0.000459,0.000017,-0.000459,0.000222
41254,0.000467,-0.000046,0.000017,-0.000046,0.001732,-0.000465,0.000017,-0.000465,0.000223
41262,0.000468,-0.000047,0.000017,-0.000047,0.001781,-0.000476,0.000017,-0.000476,0.000225
41272,0.000469,-0.000050,0.000018,-0.000050,0.001849,-0.000492,0.000018,-0.000492,0.000229
41283,0.000471,-0.000053,0.000019,-0.000053,0.001920,-0.000508,0.000019,-0.000508,0.000232
41297,0.000415,-0.000031,0.000012,-0.000031,0.001274,-0.000334,0.000012,-0.000334,0.000185
41305,0.000416,-0.000032,0.000013,-0.000032,0.001307,-0.000343,0.000013,-0.000343,0.000187
41318,0.000417,-0.000035,0.000013,-0.000035,0.001370,-0.000360,0.000013,-0.000360,0.000191
41330,0.000419,-0.000037,0.000014,-0.000037,0.001431,-0.000375,0.000014,-0.000375,0.000195
41342,0.000420,-0.000040,0.000015,-0.000040,0.001500,-0.000392,0.000015,-0.000392,0.000199
41349,0.000421,-0.000041,0.000015,-0.000041,0.001531,-0.000400,0.000015,-0.000400,0.000201
