46799,4477249.187651,589729.694986,16.400000
46899,4477249.191800,589729.698499,15.300000
47000,4477249.191726,589729.701554,15.700000
47101,4477249.192420,589729.694590,15.800000
47203,4477249.194264,589729.691005,15.800000
47305,4477249.197230,589729.688340,16.200000
47408,4477249.192243,589729.698409,16.300000
47513,4477249.193436,589729.696020,16.400000
47613,4477249.195684,589729.698368,16.300000
47714,4477249.195403,589729.693367,16.200000
47816,4477249.187994,589729.705076,16.300000
47938,4477249.190705,589729.709030,16.000000
48038,4477249.192628,589729.702730,16.400000
48144,4477249.187249,589729.707799,16.500000
48245,4477249.186367,589729.717565,16.400000
48351,4477249.182073,589729.720585,15.800000
48453,4477249.185268,589729.718511,16.000000
48554,4477249.184623,589729.720300,15.200000
48657,4477249.186660,589729.714253,15.300000
48757,4477249.188392,589729.710500,15.600000
48858,4477249.179299,589729.720703,15.500000
48961,4477249.183444,589729.714546,15.700000
49061,4477249.177468,589729.716144,15.100000
49163,4477249.180555,589729.714326,15.300000
49263,4477249.180080,589729.711702,15.000000
49364,4477249.176781,589729.714371,14.700000
49465,4477249.181172,589729.710247,14.700000
49568,4477249.182696,589729.707684,14.700000
49668,4477249.182035,589729.708116,14.700000
49770,4477249.178019,589729.715799,14.400000
49873,4477249.176613,589729.718869,14.800000
49974,4477249.173461,589729.724505,15.200000
50075,4477249.168247,589729.724822,15.200000
50177,4477249.173745,589729.720430,15.600000
50277,4477249.177456,589729.715127,15.500000
50379,4477249.174498,589729.718385,15.800000
50479,4477249.172975,589729.721033,16.400000
50583,4477249.171565,589729.723764,16.800000
50686,4477249.171681,589729.724187,16.900000
50791,4477249.169999,589729.722765,17.800000
50888,4477249.172666,589729.713742,17.700000
50990,4477249.173280,589729.718654,18.300000
51090,4477249.169095,589729.721504,18.500000
51194,4477249.174385,589729.718217,19.000000
51294,4477249.173138,589729.716111,18.800000
51395,4477249.168515,589729.719390,19.800000
51496,4477249.169043,589729.717094,20.000000
51597,4477249.168815,589729.716672,20.100000
51698,4477249.169550,589729.713101,19.800000
51803,4477249.168673,589729.714044,19.200000
51903,4477249.175566,589729.705649,19.700000
52003,4477249.176016,589729.706068,19.700000
52107,4477249.177991,589729.704178,19.400000
52207,4477249.177350,589729.706222,18.800000
52312,4477249.177986,589729.703754,19.300000
52412,4477249.176005,589729.705220,18.700000
52514,4477249.173051,589729.708818,18.500000
52615,4477249.170083,589729.711313,18.000000
52715,4477249.170071,589729.710295,18.000000
52816,4477249.171341,589729.714352,17.200000
52919,4477249.171468,589729.715707,16.500000
53020,4477249.173640,589729.711610,16.400000
53126,4477249.174874,589729.712698,15.800000
53226,4477249.175090,589729.712186,15.900000
53331,4477249.177955,589729.710455,16.200000
53431,4477249.182453,589729.705906,16.500000
53535,4477249.185508,589729.701459,16.600000
53637,4477249.178599,589729.708582,15.900000
53739,4477249.173222,589729.713820,15.700000
53841,4477249.170470,589729.715804,15.200000
53942,4477249.173673,589729.714409,14.700000
54044,4477249.174603,589729.717875,14.500000
54147,4477249.171722,589729.718334,14.100000
54251,4477249.178175,589729.710283,14.100000
54374,4477249.177656,589729.713258,14.100000
54476,4477249.178095,589729.712829,14.100000
54582,4477249.176525,589729.711490,14.100000
54683,4477249.174217,589729.713469,14.400000
54783,4477249.172888,589729.713739,14.500000
54889,4477249.172416,589729.720701,14.100000
54985,4477249.171062,589729.718851,14.100000
55198,4477249.175518,589729.710909,14.600000
55295,4477249.169260,589729.716752,15.000000
55395,4477249.174265,589729.717455,14.300000
55497,4477249.174161,589729.718050,14.100000
55603,4477249.168660,589729.722272,14.100000
55703,4477249.164614,589729.727410,14.100000
55804,4477249.161169,589729.736358,14.100000
55909,4477249.155665,589729.740241,14.100000
56009,4477249.154891,589729.740504,14.100000
56110,4477249.156126,589729.741677,14.100000
56212,4477249.151844,589729.745630,14.100000
56313,4477249.148376,589729.743466,14.100000
56415,4477249.151369,589729.743091,14.100000
56516,4477249.152564,589729.740872,14.100000
56617,4477249.150145,589729.742852,14.100000
56720,4477249.152211,589729.739264,14.100000
