timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c9
10931,2.092900,-0.000000,-0.000000,-0.000000,2.092900,-0.000093,-0.000000,-0.000093,4.278700
10934,2.093300,-0.000000,-0.000000,-0.000000,2.093300,-0.000093,-0.000000,-0.000093,4.279900
10937,2.093600,-0.000000,-0.000000,-0.000000,2.093600,-0.000093,-0.000000,-0.000093,4.280800
11060,2.093900,-0.000000,-0.000000,-0.000000,2.093900,-0.000093,-0.000000,-0.000093,4.281700
11068,2.106500,-0.000000,-0.000000,-0.000000,2.106500,-0.000093,-0.000000,-0.000093,4.319500
11071,2.107000,-0.000000,-0.000000,-0.000000,2.107000,-0.000093,-0.000000,-0.000093,4.321000
11074,2.107300,-0.000000,-0.000000,-0.000000,2.107300,-0.000093,-0.000000,-0.000093,4.321900
11078,2.107700,-0.000000,-0.000000,-0.000000,2.107700,-0.000093,-0.000000,-0.000093,4.323100
11082,2.108000,-0.000000,-0.000000,-0.000000,2.108000,-0.000093,-0.000000,-0.000093,4.324000
11085,2.108300,-0.000000,-0.000000,-0.000000,2.108300,-0.000093,-0.000000,-0.000093,4.324900
11089,2.108800,-0.000000,-0.000000,-0.000000,2.108800,-0.000093,-0.000000,-0.000093,4.326400
11092,2.109590,-0.000000,0.000016,-0.000000,2.109445,0.038400,0.000016,0.038400,4.327300
11096,2.109890,-0.000000,0.000016,-0.000000,2.109745,0.038400,0.000016,0.038400,4.328200
11100,2.110290,-0.000000,0.000016,-0.000000,2.110145,0.038400,0.000016,0.038400,4.329400
11103,2.111430,-0.000001,0.000036,-0.000001,2.109963,0.085810,0.000036,0.085810,4.330600
11108,2.111930,-0.000001,0.000036,-0.000001,2.110463,0.085810,0.000036,0.085810,4.332100
11113,2.112330,-0.000001,0.000036,-0.000001,2.110863,0.085810,0.000036,0.085810,4.333300
11116,2.113295,-0.000002,0.000053,-0.000002,2.109510,0.127303,0.000053,0.127303,4.334500
11120,2.114052,-0.000003,0.000069,-0.000003,2.107267,0.164605,0.000069,0.164605,4.335400
11128,2.114852,-0.000003,0.000069,-0.000003,2.108067,0.164605,0.000069,0.164605,4.337800
11131,2.115252,-0.000003,0.000069,-0.000003,2.108467,0.164605,0.000069,0.164605,4.339000
11135,2.115552,-0.000003,0.000069,-0.000003,2.108767,0.164605,0.000069,0.164605,4.339900
11139,2.116052,-0.000003,0.000069,-0.000003,2.109267,0.164605,0.000069,0.164605,4.341400
11143,2.116352,-0.000003,0.000069,-0.000003,2.109567,0.164605,0.000069,0.164605,4.342300
11146,2.116652,-0.000003,0.000069,-0.000003,2.109867,0.164605,0.000069,0.164605,4.343200
11152,2.117252,-0.000003,0.000069,-0.000003,2.110467,0.164605,0.000069,0.164605,4.345000
11155,2.118298,-0.000005,0.000087,-0.000005,2.106915,0.209227,0.000087,0.209227,4.346200
11159,2.118598,-0.000005,0.000087,-0.000005,2.107215,0.209227,0.000087,0.209227,4.347100
11163,2.119098,-0.000005,0.000087,-0.000005,2.107715,0.209227,0.000087,0.209227,4.348600
11173,2.119498,-0.000005,0.000087,-0.000005,2.108115,0.209227,0.000087,0.209227,4.349800
11178,2.120498,-0.000005,0.000087,-0.000005,2.109115,0.209227,0.000087,0.209227,4.352800
11181,2.120798,-0.000005,0.000087,-0.000005,2.109415,0.209227,0.000087,0.209227,4.353700
11185,2.121198,-0.000005,0.000087,-0.000005,2.109815,0.209227,0.000087,0.209227,4.354900
11189,2.121698,-0.000005,0.000087,-0.000005,2.110315,0.209227,0.000087,0.209227,4.356400
11194,2.122098,-0.000005,0.000087,-0.000005,2.110715,0.209227,0.000087,0.209227,4.357600
11197,2.122498,-0.000005,0.000087,-0.000005,2.111115,0.209227,0.000087,0.209227,4.358800
11202,2.122898,-0.000005,0.000087,-0.000005,2.111515,0.209227,0.000087,0.209227,4.360000
11205,2.123298,-0.000005,0.000087,-0.000005,2.111915,0.209227,0.000087,0.209227,4.361200
11209,2.123598,-0.000005,0.000087,-0.000005,2.112215,0.209227,0.000087,0.209227,4.362100
11213,2.124098,-0.000005,0.000087,-0.000005,2.112715,0.209227,0.000087,0.209227,4.363600
11216,2.124398,-0.000005,0.000087,-0.000005,2.113015,0.209227,0.000087,0.209227,4.364500
