timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c9
49945,0.000276,0.000000,0.000000,0.000000,0.000276,0.000000,0.000000,0.000000,1.01189949954
49952,0.000276,0.000000,0.000000,0.000000,0.000276,-0.000000,0.000000,-0.000000,1.01190149962
49960,0.000276,0.000000,0.000000,0.000000,0.000276,-0.000000,0.000000,-0.000000,1.01190149967
49966,0.000277,0.000000,0.000000,0.000000,0.000277,0.000000,0.000000,0.000000,1.01190349978
49977,0.000278,0.000000,0.000000,0.000000,0.000278,0.000000,0.000000,0.000000,1.01190649991
49990,0.000279,0.000000,0.000000,0.000000,0.000279,0.000000,0.000000,0.000000,1.01191050005
50004,0.000279,0.000000,0.000000,0.000000,0.000279,0.000000,0.000000,0.000000,1.01191050015
50014,0.000281,0.000000,0.000000,0.000000,0.000281,0.000000,0.000000,0.000000,1.01191450026
50025,0.000282,0.000000,0.000000,0.000000,0.000282,0.000000,0.000000,0.000000,1.01191750037
50036,0.000283,0.000000,0.000000,0.000000,0.000283,0.000000,0.000000,0.000000,1.01192050048
50047,0.000140,0.000000,0.000000,0.000000,0.000140,0.000000,0.000000,0.000000,1.01192350056
50055,0.000284,0.000000,0.000000,0.000000,0.000284,0.000000,0.000000,0.000000,1.01192450067
50066,0.000285,0.000000,-0.000000,0.000000,0.000285,-0.000000,-0.000000,-0.000000,1.01192750078
50077,0.000286,0.000000,0.000000,0.000000,0.000286,0.000000,0.000000,0.000000,1.01193150092
50091,0.000288,0.000000,0.000000,0.000000,0.000288,0.000000,0.000000,0.000000,1.01193550097
50095,0.000288,0.000000,0.000000,0.000000,0.000288,0.000000,0.000000,0.000000,1.01193550105
50103,0.000288,0.000000,0.000000,0.000000,0.000288,0.000000,0.000000,0.000000,1.01193750115
50114,0.000290,0.000000,0.000000,0.000000,0.000290,0.000000,0.000000,0.000000,1.01194150126
50125,0.000291,0.000000,0.000000,0.000000,0.000291,0.000000,0.000000,0.000000,1.01194450140
50139,0.000291,0.000000,0.000000,0.000000,0.000291,0.000000,0.000000,0.000000,1.01194450151
50150,0.000142,0.000000,0.000000,0.000000,0.000142,0.000000,0.000000,0.000000,1.01194850159
50157,0.000143,0.000000,0.000000,0.000000,0.000143,0.000000,0.000000,0.000000,1.01195050170
50169,0.000144,0.000000,0.000000,0.000000,0.000144,0.000000,0.000000,0.000000,1.01195450178
50177,0.000144,0.000000,0.000000,0.000000,0.000144,0.000000,0.000000,0.000000,1.01195450184
50183,0.000144,0.000000,0.000000,0.000000,0.000144,0.000000,0.000000,0.000000,1.01195650195
50194,0.000145,0.000000,0.000000,0.000000,0.000145,0.000000,0.000000,0.000000,1.01195950206
50205,0.000147,0.000000,0.000000,0.000000,0.000147,0.000000,0.000000,0.000000,1.01196250217
