timestamp,pos_x,pos_y,accuracy
10694,4477462.094555,589658.912518,14.100000
10796,4477462.099625,589658.909404,14.100000
10896,4477462.099119,589658.913566,14.100000
10997,4477462.095737,589658.909196,14.100000
11101,4477462.099076,589658.909919,14.100000
11203,4477462.100560,589658.913379,14.100000
11303,4477462.099680,589658.914068,14.100000
11404,4477462.100575,589658.914566,14.100000
11507,4477462.096237,589658.913940,14.100000
11607,4477462.099466,589658.914664,14.100000
11709,4477462.098921,589658.915519,14.100000
11810,4477462.097804,589658.914939,14.100000
11918,4477462.098822,589658.916538,14.100000
12021,4477462.101117,589658.913542,14.100000
12123,4477462.101237,589658.914219,14.100000
12227,4477462.099491,589658.916785,14.100000
12329,4477462.103235,589658.914195,14.100000
12430,4477462.103947,589658.918088,14.100000
12532,4477462.103384,589658.917417,14.100000
12633,4477462.105030,589658.915785,14.100000
12734,4477462.104469,589658.915283,14.100000
12835,4477462.101482,589658.916167,14.100000
12936,4477462.102255,589658.915819,14.100000
13039,4477462.101020,589658.914646,14.100000
13142,4477462.105036,589658.916294,14.100000
13243,4477462.102939,589658.917337,14.100000
13344,4477462.102480,589658.916070,14.100000
13445,4477462.095764,589658.911486,14.100000
13546,4477462.094191,589658.909893,14.100000
13647,4477462.093181,589658.909057,14.100000
13748,4477462.095661,589658.912165,14.100000
13849,4477462.093907,589658.914052,14.100000
13953,4477462.092357,589658.914410,14.100000
14053,4477462.093719,589658.916854,14.100000
14154,4477462.094039,589658.915747,14.100000
14256,4477462.091525,589658.919085,14.100000
14364,4477462.090868,589658.919857,14.100000
14461,4477462.092892,589658.921953,14.100000
14564,4477462.088563,589658.922005,14.100000
14665,4477462.089136,589658.923525,14.100000
14766,4477462.090825,589658.925540,14.100000
14872,4477462.090963,589658.927744,14.100000
14975,4477462.090208,589658.929619,14.100000
15077,4477462.087316,589658.929144,14.100000
15182,4477462.087049,589658.934661,14.100000
15282,4477462.087846,589658.936348,14.100000
15385,4477462.084437,589658.939018,14.100000
15485,4477462.082917,589658.941920,14.100000
15587,4477462.083290,589658.945224,14.100000
15694,4477462.080982,589658.947202,14.100000
15796,4477462.081882,589658.948209,14.100000
15898,4477462.084216,589658.948436,14.100000
15999,4477462.081682,589658.949993,14.100000
16099,4477462.082146,589658.951684,14.100000
16203,4477462.081928,589658.952026,14.100000
16305,4477462.081828,589658.952960,14.100000
16405,4477462.083975,589658.956072,14.100000
16509,4477462.083438,589658.957606,14.100000
16609,4477462.083652,589658.956924,14.100000
16710,4477462.083556,589658.958198,14.100000
16813,4477462.083448,589658.958454,14.100000
16917,4477462.082333,589658.958043,14.100000
17017,4477462.079323,589658.956976,14.100000
17119,4477462.081785,589658.958643,14.100000
17220,4477462.084684,589658.959711,14.100000
17327,4477462.081220,589658.957802,14.100000
17428,4477462.081006,589658.958483,14.100000
17531,4477462.081926,589658.961101,14.100000
17632,4477462.077901,589658.958775,14.100000
17736,4477462.077915,589658.959962,14.100000
17838,4477462.079047,589658.961730,14.100000
17944,4477462.074163,589658.961788,14.100000
18045,4477462.077028,589658.960057,14.100000
18149,4477462.075726,589658.962533,14.100000
18253,4477462.076357,589658.959641,14.100000
18353,4477462.070787,589658.958011,14.100000
18455,4477462.073570,589658.958657,14.100000
18563,4477462.063026,589658.958868,14.100000
18661,4477462.061802,589658.958628,14.100000
18867,4477462.058057,589658.951887,14.100000
18965,4477462.061635,589658.953965,14.100000
19069,4477462.062401,589658.953023,14.100000
19173,4477462.063901,589658.957755,14.100000
19278,4477462.065938,589658.951708,14.100000
19379,4477462.061072,589658.953293,14.100000
19483,4477462.066226,589658.957218,14.100000
19588,4477462.064203,589658.955206,14.100000
19689,4477462.068907,589658.958628,14.100000
19791,4477462.072446,589658.957483,14.100000
19895,4477462.069458,589658.958282,14.100000
19995,4477462.064986,589658.955706,14.100000
20095,4477462.068611,589658.961770,14.100000
20198,4477462.066040,589658.960274,14.100000
20299,4477462.066692,589658.959078,14.100000
20402,4477462.066017,589658.958323,14.100000
20503,4477462.064531,589658.954778,14.100000
20606,4477462.064160,589658.951560,14.100000
20711,4477462.067803,589658.949904,14.100000
20814,4477462.066702,589658.950681,14.100000
20916,4477462.069044,589658.951501,14.100000
21016,4477462.067712,589658.951517,14.100000
21118,4477462.064704,589658.950705,14.100000
21222,4477462.066719,589658.952038,14.100000
21322,4477462.070733,589658.953517,14.100000
21424,4477462.067715,589658.951772,14.100000
21526,4477462.071265,589658.951559,14.100000
21627,4477462.074092,589658.955936,14.100000
21733,4477462.075564,589658.958294,14.100000
21833,4477462.079207,589658.956554,14.100000
21935,4477462.080714,589658.961879,14.100000
22038,4477462.083720,589658.962607,14.100000
22140,4477462.084061,589658.963281,14.100000
22240,4477462.082385,589658.962368,14.100000
22346,4477462.081620,589658.963395,14.100000
22446,4477462.082282,589658.963048,14.100000
22550,4477462.081928,589658.961271,14.100000
22651,4477462.082052,589658.962372,14.100000
22753,4477462.081930,589658.961441,14.100000
22855,4477462.082819,589658.961515,14.100000
22962,4477462.081174,589658.963231,14.100000
23059,4477462.079471,589658.960113,14.100000
23161,4477462.080263,589658.961291,14.100000
23267,4477462.076598,589658.961250,14.100000
23370,4477462.080942,589658.962385,14.100000
23475,4477462.079497,589658.962233,14.100000
23576,4477462.076644,589658.965066,14.100000
23677,4477462.080084,589658.964940,14.100000
23779,4477462.078619,589658.963092,14.100000
23879,4477462.076641,589658.964812,14.100000
23987,4477462.081311,589658.965434,14.100000
24089,4477462.077142,589658.969556,14.100000
24190,4477462.077716,589658.971160,14.100000
24292,4477462.084932,589658.971159,14.100000
24393,4477462.076281,589658.971856,14.100000
24496,4477462.079499,589658.971733,14.100000
24599,4477462.082577,589658.969151,14.100000
24699,4477462.077796,589658.968530,14.100000
24801,4477462.082318,589658.966101,14.100000
24902,4477462.083610,589658.962693,14.100000
25004,4477462.077818,589658.961150,14.100000
25108,4477462.083018,589658.959646,14.100000
25211,4477462.082988,589658.957102,14.100000
25312,4477462.080075,589658.954932,14.100000
25412,4477462.080310,589658.955947,14.100000
25522,4477462.081000,589658.957974,14.100000
25665,4477462.082124,589658.959148,14.100000
25802,4477462.081147,589658.960941,14.100000
25930,4477462.080199,589658.965278,14.100000
26046,4477462.077033,589658.969727,14.100000
26146,4477462.078775,589658.976152,14.100000
26248,4477462.077151,589658.979564,14.100000
26354,4477462.074400,589658.981633,14.100000
26454,4477462.079436,589658.994296,14.100000
26556,4477462.078021,589659.005848,14.100000
26657,4477462.071801,589659.014914,14.100000
26760,4477462.069507,589659.027325,14.100000
26870,4477462.052152,589659.061376,14.100000
26968,4477462.047872,589659.084074,14.100000
27068,4477462.040211,589659.093241,14.100000
27175,4477462.038768,589659.111834,14.100000
27275,4477462.031231,589659.131433,14.100000
27379,4477462.031287,589659.163918,14.100000
27480,4477462.026513,589659.200957,14.100000
27586,4477462.018228,589659.241515,14.100000
27687,4477462.011495,589659.281886,14.100000
27787,4477461.991309,589659.320636,14.100000
27889,4477461.978379,589659.362607,14.100000
27993,4477461.967568,589659.405485,14.100000
28093,4477461.953093,589659.448238,14.100000
28199,4477461.945450,589659.496083,14.100000
28301,4477461.935719,589659.554980,14.100000
28402,4477461.919306,589659.602761,14.100000
28503,4477461.910383,589659.654947,14.100000
28607,4477461.887181,589659.719942,14.100000
28711,4477461.866424,589659.775833,14.100000
28813,4477461.855258,589659.844671,14.100000
28916,4477461.836135,589659.925818,14.100000
29019,4477461.828588,589659.990880,14.100000
29121,4477461.807470,589660.053730,14.100000
29222,4477461.781060,589660.128943,14.100000
29327,4477461.762961,589660.193623,14.100000
29429,4477461.729004,589660.269010,14.100000
29531,4477461.708699,589660.344149,14.100000
29632,4477461.701631,589660.412175,14.100000
29734,4477461.675175,589660.464995,14.100000
29836,4477461.665717,589660.546620,14.100000
29938,4477461.638648,589660.613189,14.100000
30040,4477461.637433,589660.697175,14.100000
30142,4477461.626209,589660.770424,14.100000
30242,4477461.601676,589660.844766,14.100000
30343,4477461.584486,589660.920462,14.100000
30444,4477461.573670,589660.990652,14.100000
30546,4477461.565984,589661.072002,14.100000
30647,4477461.537779,589661.136379,14.100000
30753,4477461.522335,589661.218754,14.100000
30860,4477461.497366,589661.377243,14.100000
30959,4477461.484962,589661.453984,14.100000
31060,4477461.453055,589661.533672,14.100000
31162,4477461.426273,589661.624157,14.100000
31265,4477461.404434,589661.710256,14.100000
31367,4477461.384904,589661.775971,14.100000
31471,4477461.372009,589661.867222,14.100000
31573,4477461.351114,589661.948730,14.100000
31673,4477461.329642,589662.019133,14.100000
31775,4477461.314085,589662.101340,14.100000
31880,4477461.273614,589662.161199,14.100000
31983,4477461.238812,589662.221668,14.100000
32086,4477461.223893,589662.301577,14.100000
32189,4477461.202731,589662.379271,14.100000
32293,4477461.190850,589662.462622,14.100000
32395,4477461.175560,589662.539313,14.100000
32496,4477461.156156,589662.615544,14.100000
32599,4477461.127703,589662.686964,14.100000
32700,4477461.112749,589662.763989,14.100000
32801,4477461.090721,589662.843560,14.100000
32902,4477461.063800,589662.922426,14.100000
33005,4477461.059746,589662.991857,14.100000
33106,4477461.016633,589663.072104,14.100000
33206,4477460.998044,589663.151464,14.100000
33308,4477461.007119,589663.241858,14.100000
33410,4477460.974336,589663.313245,14.100000
33515,4477460.970243,589663.397944,14.100000
33616,4477460.922814,589663.479345,14.600000
33716,4477460.891348,589663.558859,14.100000
33818,4477460.902759,589663.649565,14.200000
33918,4477460.857029,589663.724500,14.100000
34020,4477460.829929,589663.788439,14.100000
34122,4477460.805747,589663.873633,14.100000
34223,4477460.785819,589663.943085,14.100000
34326,4477460.753234,589664.021849,14.100000
34427,4477460.744410,589664.110083,14.100000
34529,4477460.734797,589664.197393,14.100000
34631,4477460.720651,589664.286199,14.100000
34731,4477460.676336,589664.349496,14.100000
34832,4477460.669232,589664.451620,14.100000
34935,4477460.635524,589664.538540,14.100000
35036,4477460.605171,589664.608965,14.100000
35138,4477460.591981,589664.684867,14.100000
35240,4477460.569577,589664.770125,14.100000
35340,4477460.546477,589664.852931,14.100000
35443,4477460.529012,589664.924135,14.100000
35548,4477460.515088,589665.013023,14.100000
35647,4477460.477496,589665.090744,14.100000
35751,4477460.468741,589665.175499,14.100000
35852,4477460.450419,589665.249343,14.100000
35957,4477460.390126,589665.396888,14.100000
36055,4477460.349326,589665.475580,14.100000
36160,4477460.334890,589665.549462,14.100000
36260,4477460.320448,589665.622834,14.100000
36362,4477460.289914,589665.696654,14.100000
36466,4477460.276491,589665.762466,14.100000
36566,4477460.271554,589665.832247,14.100000
36671,4477460.240212,589665.894286,14.100000
36771,4477460.218044,589665.952908,14.100000
36878,4477460.217553,589666.013899,14.100000
36979,4477460.207715,589666.063806,14.100000
37083,4477460.182110,589666.122808,14.100000
37185,4477460.168175,589666.201434,14.100000
37285,4477460.146514,589666.265223,14.100000
37388,4477460.141352,589666.334838,14.100000
37491,4477460.119680,589666.397779,14.100000
37595,4477460.095629,589666.475338,14.100000
37695,4477460.078734,589666.547807,14.100000
37796,4477460.051614,589666.619296,14.100000
37902,4477460.028213,589666.686245,14.100000
38002,4477460.011557,589666.760153,14.100000
38103,4477459.981356,589666.824723,14.100000
38204,4477459.968355,589666.907154,14.100000
38305,4477459.956533,589666.967518,14.100000
38405,4477459.916426,589667.039247,14.100000
38506,4477459.895916,589667.125076,14.100000
38610,4477459.870780,589667.176862,14.100000
38742,4477459.840629,589667.254834,14.100000
38844,4477459.852836,589667.337896,14.100000
38946,4477459.828340,589667.406045,14.100000
39053,4477459.787891,589667.495591,14.100000
39154,4477459.766653,589667.576254,14.100000
39253,4477459.729721,589667.653459,14.100000
39357,4477459.718083,589667.738503,14.100000
39464,4477459.666558,589667.885859,14.100000
