timestamp,speed
10836,20.526303
10877,9.563668
10920,0.000000
10963,0.000000
11011,0.000000
11051,0.000000
11093,11.725498
11135,0.000000
11178,0.000000
11218,10.763865
11262,11.512851
11303,0.000000
11347,6.304031
11392,5.411563
11435,0.000000
11479,0.047995
11523,5.859643
11565,17.912880
11606,11.261015
11650,9.927593
11694,9.970657
11742,0.000000
11786,0.000000
11841,0.000000
11883,8.226808
11926,5.674968
11971,0.186691
12015,0.000000
12060,11.293111
12104,0.000000
12148,0.000000
12193,5.413127
12238,0.051342
12283,18.924670
12327,0.000000
12370,0.000000
12417,5.695678
12458,0.000000
12505,0.000000
12550,0.000000
12593,5.166515
12636,19.235634
12681,11.127860
12727,5.833797
12770,29.898638
12819,2.166433
12860,5.356388
12905,0.000000
12948,9.152562
12993,6.695043
13038,0.000000
13084,0.000000
13126,3.443631
13171,5.631035
13216,7.051034
13258,9.469925
13304,5.447678
13348,18.628190
13397,0.245183
13438,0.260078
13479,2.407293
13523,0.913573
13566,27.467952
13610,24.268357
13656,5.408159
13698,4.247947
13739,2.302890
13787,1.754072
13831,1.480646
13877,0.087795
13917,1.523051
13963,0.792426
14005,1.071049
14050,2.289359
14097,4.668931
14139,2.091183
14179,3.715541
14227,1.470315
14269,0.241572
14317,0.430490
14359,0.318933
14442,0.335032
14486,0.162511
14561,0.252669
14606,0.132897
14650,0.049192
14693,0.369016
14745,0.129349
14786,0.043738
14831,0.047361
14873,0.109963
14919,0.046492
14961,0.046227
15009,0.214376
15052,0.055279
15100,0.048836
15145,0.047369
15190,0.048724
15231,0.149765
15271,0.086829
15317,0.122737
15363,0.158082
15410,0.256233
15452,0.192483
15497,0.133810
15541,0.044766
15587,0.260067
15631,0.478400
15672,0.702331
15720,0.000000
15763,0.087048
15807,0.252430
15850,0.519423
15891,0.000000
15938,0.358477
15983,0.520975
16031,0.460271
16071,1.224138
16113,0.175423
16160,0.466063
16202,0.161307
16247,0.454139
16290,0.728992
16334,0.804535
16376,0.210696
16422,0.301814
16464,0.226325
16508,0.176011
16550,0.283487
16595,0.161346
16640,0.620487
16684,0.000000
16727,0.930904
16773,0.671700
16818,0.000000
16859,0.604666
16907,0.960572
16947,1.297627
16994,1.498007
17039,2.289452
17090,0.814124
17132,0.144994
17179,0.577371
17225,0.175786
17271,0.774074
17324,0.258730
17370,0.310443
17414,0.929970
17457,3.913125
17502,1.605735
17545,1.233803
17592,0.296490
17645,0.141429
17689,0.191150
17734,1.154047
17780,0.439117
17824,0.167181
17872,0.087977
17919,0.255333
17961,0.458095
18005,1.705380
18046,0.068177
18090,0.491992
18134,0.357849
18179,0.359928
18224,0.140780
18269,0.164551
18315,0.216358
18362,4.244436
18405,2.231245
18448,1.360180
18489,0.190032
18531,2.802265
18579,0.572178
18622,0.353203
18665,0.388077
18709,0.929372
18755,0.174896
18801,0.000000
18848,0.073932
18889,0.000000
18935,0.130203
18978,0.344715
19021,0.165703
19069,0.000000
19113,0.046516
19157,0.086273
19200,0.158445
19246,0.179998
19289,0.572008
19336,0.821389
19385,0.244712
19427,0.215212
19474,0.123285
19521,0.259899
19566,0.528352
19616,0.186597
19658,0.582335
19715,0.871453
19779,0.390618
19824,0.225798
19874,0.000000
19920,0.344040
19967,0.000000
20010,0.144287
20055,0.050608
20099,0.400633
20147,0.131193
20190,0.686726
20231,0.777064
20276,0.472084
20320,0.884989
20365,2.046787
20407,1.074004
20450,0.886694
20491,1.680359
20534,0.202506
20578,0.044435
20621,0.321159
20668,0.740259
20710,0.081330
20757,15.460236
20798,0.433668
20846,1.561083
20889,1.205561
20932,0.080500
20977,0.301531
21017,0.342152
21063,0.439754
21108,0.682265
21157,8.296460
21200,0.552736
21240,0.162877
21285,0.109788
21326,0.142622
21366,0.097344
21412,0.259543
21460,0.345416
21513,0.935830
21558,0.554242
21603,0.079026
21645,0.104274
21686,1.215960
21732,0.325321
21776,0.639370
21828,0.304141
21869,0.184385
21913,0.145862
21958,0.045950
22002,0.083268
22046,0.110138
22090,0.222890
22139,0.061972
22182,0.169085
22227,0.097948
22274,0.254204
22315,0.000000
22360,0.045354
22404,0.181238
22445,0.000000
22489,0.097671
22532,0.103473
22579,0.031991
22624,0.164306
22668,1.250575
22714,1.512842
22756,0.099323
22803,0.580640
22848,0.166536
22892,0.000000
22933,0.074345
22981,0.040683
23022,0.100297
23066,0.240855
23113,0.044193
23156,0.755744
23202,0.129349
23248,0.325545
23290,0.134866
23332,0.212757
23380,0.192335
23424,0.217039
23467,0.096208
23510,1.348790
23555,0.832997
23602,0.253411
23649,0.670561
23695,0.311042
23741,0.170416
23793,0.309895
23840,0.000000
23886,0.333704
23926,0.291929
23971,0.093220
24015,0.085764
24061,0.171794
24110,1.064219
24154,0.905724
24197,0.000000
24241,9.616986
24284,4.046405
24326,0.778768
24373,5.730569
24418,1.097974
24465,6.189789
24507,0.547751
24555,0.477110
24597,0.391377
24644,0.000000
24692,0.174069
24736,0.000000
24778,0.561739
24821,0.288674
24864,0.206303
24910,0.224851
24952,0.289633
24996,0.588349
25039,0.061527
25103,0.255938
25150,0.030050
25192,0.094266
25241,0.066401
25308,0.078807
25353,0.209519
25397,0.232070
25443,0.000000
25488,0.172816
25536,0.043586
25590,0.109022
25634,0.041162
25679,0.071385
25719,0.144968
25767,0.085697
25807,0.084724
25854,0.044356
25903,0.000000
25949,0.148957
26000,0.103029
26045,0.000000
26086,0.000000
26130,0.128426
26173,0.036894
26218,0.085472
26264,0.092362
26310,0.042663
26351,0.050515
26397,0.043190
26440,0.000000
26485,0.084079
26527,0.043326
26573,0.055781
26619,0.083230
26660,0.048698
26707,0.084750
26752,0.047565
26798,0.000000
26846,0.045609
26891,0.061757
26933,0.000000
26979,0.132029
27031,0.000000
27079,0.040087
27122,0.000000
27165,0.097396
27212,0.147236
27255,0.104967
27301,0.042882
27343,0.050167
27389,0.050589
27431,0.000000
27475,0.102798
27521,0.134735
27565,0.111292
27612,0.043103
27661,0.043394
27707,0.402894
27760,0.431432
27801,0.920644
27843,0.653337
27889,0.820836
27929,0.130305
27975,0.525536
28018,0.546675
28063,0.770558
28111,1.333065
28164,0.431133
28206,0.491019
28252,1.295887
28293,1.263884
28335,0.573026
28381,0.483906
28424,0.242137
28476,0.202692
28516,0.052845
28563,0.429352
28608,0.683140
28652,0.243962
28694,0.514663
28743,0.469441
28794,0.500060
28837,1.454886
28891,2.914216
28933,2.715091
28981,1.426268
29023,1.798941
29068,1.791128
29109,4.775114
29155,1.004341
29204,0.348947
29252,0.211843
29293,0.072854
29340,0.090888
29381,0.000000
29430,0.171049
29474,0.000000
29514,0.081342
29556,0.000000
29608,0.288372
29650,0.294996
29695,0.135617
29740,0.341065
29781,0.245838
29822,0.454887
29864,0.605187
29916,0.297486
29961,0.280240
30003,0.337861
30046,0.043835
30086,0.155340
30135,0.109788
30181,0.382786
30227,0.379933
30270,0.339376
30311,0.313159
30354,0.039468
30400,0.920388
30447,3.692361
30494,1.830102
30536,0.565367
30604,0.513682
30681,1.093244
30732,0.996387
30776,1.275061
30817,1.779226
30864,1.498075
30909,0.242080
30958,0.041773
31005,0.692832
31048,2.085773
31095,1.230579
31135,0.130861
31178,0.000000
31223,0.225475
31272,0.675652
31314,0.132409
31358,0.495276
31403,0.302649
31450,0.274579
31493,0.451614
31538,0.227219
31582,0.000000
31629,0.189575
31674,0.334571
31719,0.050313
31762,0.000000
31806,0.084763
31847,0.000000
31889,0.000000
31932,0.102531
31974,0.042027
32016,0.143686
32060,0.152551
32101,0.102703
32142,0.000000
32183,0.000000
32224,0.142967
32269,0.151879
32314,0.151685
32358,0.040480
32411,0.000000
32458,0.301625
32501,0.079026
32550,0.042829
32590,0.000000
32635,0.000000
32680,1.164394
32722,0.109722
