timestamp,steering
10454,-28.063126
10465,-24.570000
10476,-20.806875
10488,-16.571251
10500,-12.690001
10511,-8.825625
10523,-4.876875
10536,-0.540000
10549,0.000000
10560,0.000000
10573,0.000000
10585,0.000000
10599,0.000000
10610,0.000000
10623,0.000000
10637,0.000000
10654,0.000000
10667,0.000000
10678,0.000000
10692,0.000000
10705,0.000000
10716,0.000000
10728,0.000000
10739,0.000000
10754,0.000000
10766,0.000000
10778,0.000000
10789,0.000000
10800,0.000000
10811,0.000000
10822,0.000000
10834,0.000000
10846,0.000000
10859,0.000000
10874,0.000000
10888,0.000000
10900,0.000000
10915,0.000000
10927,0.000000
10939,0.000000
10952,0.000000
10967,0.000000
10981,0.000000
10994,0.000000
11012,0.000000
11024,0.000000
11035,0.000000
11046,0.000000
11057,0.000000
11070,0.000000
11084,0.000000
11096,0.000000
11108,0.000000
11121,0.000000
11132,0.000000
11143,0.000000
11155,0.000000
11171,0.000000
11187,0.000000
11202,0.000000
11216,0.000000
11232,0.000000
11244,0.000000
11256,0.000000
11275,0.000000
11292,0.000000
11306,0.000000
11323,0.000000
11334,0.000000
11345,0.000000
11357,0.000000
11376,0.000000
11390,0.000000
11407,0.000000
11420,0.000000
11432,0.000000
11443,0.000000
11458,0.000000
11478,0.000000
11492,0.000000
11505,0.000000
11517,0.000000
11529,0.000000
11543,0.000000
11556,0.000000
11574,0.000000
11586,0.000000
11601,0.000000
11618,0.000000
11633,0.000000
11645,0.000000
11656,0.000000
11672,0.000000
11693,0.000000
11704,0.000000
11715,0.000000
11727,0.000000
11738,0.000000
11751,0.000000
11767,0.000000
11781,0.000000
11799,0.000000
11812,0.000000
11824,0.000000
11843,0.000000
11855,0.000000
11866,0.000000
11881,0.000000
11899,0.000000
11913,0.000000
11929,0.000000
11943,0.000000
11954,0.000000
11966,0.000000
11978,0.000000
11993,0.000000
12007,0.000000
12022,0.000000
12037,0.000000
12051,0.000000
12065,0.000000
12077,0.000000
12091,0.000000
12110,0.000000
12123,0.000000
12136,0.000000
12147,0.000000
12163,0.000000
12177,0.000000
12192,0.000000
12211,0.000000
12227,0.000000
12242,0.000000
12256,0.000000
12272,0.000000
12288,0.000000
12303,0.000000
12317,0.000000
12334,0.000000
12346,0.000000
12357,0.000000
12372,0.000000
12386,0.000000
12398,0.000000
12421,0.000000
12435,0.000000
12446,0.000000
12461,0.000000
12474,0.000000
12486,0.000000
12498,0.000000
12510,0.000000
12524,0.000000
12538,0.000000
12553,0.000000
12566,0.000000
12578,0.000000
12589,0.000000
12604,0.000000
12624,0.000000
12638,0.000000
12653,0.000000
12667,0.000000
12682,0.000000
12735,0.000000
12752,0.000000
12766,0.000000
12779,0.000000
12793,0.000000
12808,0.000000
12824,0.000000
12837,0.000000
12850,0.000000
12866,0.000000
12877,0.000000
12889,0.000000
12903,0.000000
12916,0.000000
12928,0.000000
12939,0.000000
12953,0.000000
12969,0.000000
12983,0.000000
13000,0.000000
13017,0.000000
13034,0.000000
13053,0.000000
13067,0.000000
13079,0.000000
13091,0.000000
13105,0.000000
13116,0.000000
13128,0.000000
13142,0.000000
13156,0.000000
13173,0.000000
13188,0.000000
13202,0.000000
13218,0.000000
13232,0.000000
13247,0.000000
13262,0.000000
13276,0.000000
13288,0.000000
13299,0.000000
13310,0.000000
13325,0.000000
13337,0.000000
13348,0.000000
13363,0.000000
13378,0.000000
13390,0.000000
13406,0.000000
13418,0.000000
13429,0.000000
13444,0.000000
13456,0.000000
13479,0.000000
13492,0.000000
13508,0.000000
13523,0.000000
13538,0.000000
13552,0.000000
13572,0.000000
13587,0.000000
13598,0.000000
13609,0.000000
13626,0.000000
13638,0.000000
13649,0.000000
13663,0.000000
13679,0.000000
13692,0.000000
13709,0.000000
13722,0.000000
13737,0.000000
13750,0.000000
13768,0.000000
13781,0.000000
13795,0.000000
13811,0.000000
13826,0.000000
13837,0.000000
13854,0.000000
13870,0.000000
13882,0.000000
13898,0.000000
13909,0.000000
13920,0.000000
13934,0.000000
13947,0.000000
13959,0.000000
13970,0.000000
13984,0.000000
13997,0.000000
14013,0.000000
14030,0.000000
14044,0.000000
14059,0.000000
14075,0.000000
14089,0.000000
14101,0.000000
14112,0.000000
14127,0.000000
14139,0.000000
14152,0.000000
14166,0.000000
14180,0.000000
14193,0.000000
14209,0.000000
14221,0.000000
14232,0.000000
14246,0.000000
14259,0.000000
14270,0.000000
14281,0.000000
14302,0.000000
14316,0.000000
14329,0.000000
14341,0.000000
14352,0.000000
14367,0.000000
14381,0.000000
14402,0.000000
14415,0.000000
14432,0.000000
14445,0.000000
14459,0.000000
14481,0.000000
14494,0.000000
14508,0.000000
14520,0.000000
14532,0.000000
14546,0.000000
14562,0.000000
14579,0.000000
14590,0.000000
14614,0.000000
14628,0.000000
14639,0.000000
14657,0.000000
14671,0.000000
14688,0.000000
14702,0.000000
14715,0.000000
14729,0.000000
14740,0.000000
14753,0.000000
14766,0.000000
14781,0.000000
14796,0.000000
14817,0.000000
14832,0.000000
14849,0.000000
14861,0.000000
14880,0.000000
14894,0.000000
14909,0.000000
14924,0.000000
14938,0.000000
14950,0.000000
14961,0.000000
14978,0.000000
15005,0.000000
15036,0.000000
15067,0.000000
15116,0.000000
15142,0.000000
15158,0.000000
15173,0.000000
15188,0.000000
15208,0.000000
15222,0.000000
15235,0.000000
15257,0.000000
15271,0.000000
15282,0.000000
15300,0.000000
15312,0.000000
