timestamp,speed
10685,47.168239
10726,50.087531
10767,50.708750
10808,50.708750
10855,50.708750
10897,50.850000
10939,51.132500
10980,51.273750
11021,51.273750
11062,51.273750
11103,51.415000
11144,51.556250
11185,51.697500
11226,2.260000
11267,2.401250
11308,2.542500
11349,2.683750
11391,2.683750
11432,2.966250
11473,3.107500
11514,3.107500
11556,2.966250
11597,2.966250
11638,2.966250
11679,3.248750
11720,2.966250
11766,3.107500
11809,3.107500
11850,2.966250
11891,2.966250
11932,2.825000
11973,2.825000
12014,2.683750
12055,2.683750
12096,2.966250
12137,2.966250
12178,2.683750
12219,2.683750
12261,2.542500
12302,2.260000
12343,2.118750
12384,2.118750
12428,2.401250
12469,2.118750
12510,2.118750
12551,2.118750
12592,2.401250
12633,2.401250
12679,2.542500
12722,3.107500
12764,3.248750
12805,3.390000
12846,3.390000
12887,3.248750
12930,3.531250
12972,3.672500
13013,3.813750
13054,4.096250
13095,3.955000
13139,3.955000
13185,4.096250
13226,3.813750
13269,3.813750
13310,3.672500
13352,3.672500
13393,3.531250
13434,3.672500
13475,3.531250
13516,2.825000
13557,2.825000
13598,2.683750
13639,2.825000
