timestamp,pos_x,pos_y,accuracy
28009,4477291.678931,589744.941470,14.100000
28109,4477291.676059,589744.942692,14.100000
28210,4477291.678388,589744.942495,14.100000
28313,4477291.679707,589744.941376,14.100000
28413,4477291.680488,589744.941706,14.100000
28519,4477291.679863,589744.945191,14.100000
28632,4477291.680529,589744.945183,14.100000
28745,4477291.679531,589744.945280,14.100000
28848,4477291.682318,589744.946180,14.100000
28948,4477291.687765,589744.946793,14.100000
29049,4477291.690303,589744.945490,14.100000
29149,4477291.690131,589744.949734,14.100000
29255,4477291.692441,589744.947925,14.100000
29355,4477291.691561,589744.948614,14.100000
29456,4477291.691301,589744.945394,14.100000
29558,4477291.691216,589744.947600,14.100000
29658,4477291.689674,589744.948636,14.100000
29761,4477291.690974,589744.945906,14.100000
29864,4477291.693121,589744.949104,14.100000
29965,4477291.693366,589744.950967,14.100000
30065,4477291.693073,589744.954363,14.100000
30166,4477291.692474,589744.959969,14.100000
30269,4477291.695265,589744.961208,14.100000
30369,4477291.692781,589744.957760,14.100000
30470,4477291.693837,589744.962497,14.100000
30570,4477291.692788,589744.958354,14.100000
30673,4477291.691684,589744.958876,14.100000
30776,4477291.691956,589744.963029,14.100000
30878,4477291.695832,589744.962219,14.100000
30978,4477291.686538,589744.964875,14.100000
31080,4477291.682228,589744.966538,14.100000
31184,4477291.686439,589744.965894,14.100000
31285,4477291.684327,589744.965665,14.100000
31388,4477291.681330,589744.965701,14.100000
31489,4477291.686189,589744.963522,14.100000
31589,4477291.686528,589744.964027,14.100000
31689,4477291.685459,589744.967432,14.100000
31790,4477291.684111,589744.966176,14.100000
31892,4477291.685876,589744.965222,14.100000
31993,4477291.687420,589744.964355,14.100000
32095,4477291.640797,589744.946168,14.100000
32203,4477291.640957,589744.950238,14.100000
32301,4477291.641838,589744.949718,14.100000
32407,4477291.641281,589744.949555,14.100000
32509,4477291.640307,589744.951603,14.100000
32611,4477291.638508,589744.949758,14.100000
32710,4477291.639962,589744.950589,14.100000
32812,4477291.638258,589744.947386,14.100000
32913,4477291.638056,589744.949085,14.100000
33014,4477291.640601,589744.948376,14.100000
33116,4477291.639857,589744.951099,14.100000
33216,4477291.640030,589744.947026,14.100000
33318,4477291.639715,589744.948556,14.100000
33421,4477291.638483,589744.947638,14.100000
33522,4477291.640401,589744.950160,14.100000
33624,4477291.640159,589744.948551,14.100000
33725,4477291.640407,589744.950669,14.100000
33825,4477291.639087,589744.951702,14.100000
33929,4477291.639443,589744.953649,14.100000
34030,4477291.642850,589744.950724,14.100000
34133,4477291.643825,589744.948762,14.100000
34233,4477291.642364,589744.947252,14.100000
34335,4477291.640722,589744.949223,14.100000
34435,4477291.643386,589744.949191,14.100000
34536,4477291.643249,589744.946987,14.100000
34641,4477291.643357,589744.946731,14.100000
34742,4477291.644829,589744.949174,14.100000
34844,4477291.644717,589744.949090,14.100000
34945,4477291.643708,589744.948254,14.100000
35119,4477291.641345,589744.945568,14.100000
35214,4477291.640661,589744.944134,14.100000
35315,4477291.643361,589744.947071,14.100000
35418,4477291.640018,589744.946008,14.100000
35521,4477291.642668,589744.944789,14.100000
35621,4477291.641903,589744.945816,14.100000
35723,4477291.639676,589744.945249,14.100000
35825,4477291.642195,589744.942419,14.100000
35928,4477291.636966,589744.941464,14.100000
36028,4477291.639278,589744.939825,14.100000
36129,4477291.639728,589744.940328,14.100000
36229,4477291.637517,589744.941118,14.100000
36330,4477291.638509,589744.940513,14.100000
36431,4477291.637068,589744.940700,14.100000
36534,4477291.638755,589744.942545,14.100000
36635,4477291.639511,589744.940755,14.100000
36736,4477291.639728,589744.940328,14.100000
36836,4477291.635298,589744.941230,14.100000
36939,4477291.635205,589744.942758,14.100000
37039,4477291.637211,589744.943412,14.100000
37141,4477291.637522,589744.941542,14.100000
37244,4477291.634221,589744.944042,14.100000
37348,4477291.635432,589744.943179,14.100000
37451,4477291.633651,589744.942776,14.100000
37553,4477291.633406,589744.940828,14.100000
37655,4477291.635173,589744.940044,14.100000
37755,4477291.635032,589744.937586,14.100000
37856,4477291.635364,589744.937497,14.100000
37958,4477291.632867,589744.942192,14.100000
38072,4477291.634926,589744.938011,14.100000
38172,4477291.632617,589744.939905,14.100000
38276,4477291.630953,589744.940009,14.100000
38376,4477291.632163,589744.939062,14.100000
38478,4477291.631721,589744.939237,14.100000
38578,4477291.630280,589744.939424,14.100000
38679,4477291.633070,589744.940578,14.100000
38784,4477291.634747,589744.941576,14.100000
38886,4477291.634415,589744.941664,14.100000
38991,4477291.635443,589744.944112,14.100000
39091,4477291.637790,589744.945356,14.100000
39192,4477291.638339,589744.944925,14.100000
39297,4477291.640733,589744.940825,14.100000
39399,4477291.639631,589744.941517,14.100000
39502,4477291.642166,589744.939960,14.100000
39603,4477291.643966,589744.941974,14.100000
39705,4477291.641606,589744.939543,14.100000
39805,4477291.642268,589744.939280,14.100000
39907,4477291.644062,589744.940701,14.100000
40009,4477291.645913,589744.937710,14.100000
40109,4477291.644911,589744.937467,14.100000
40211,4477291.646785,589744.936342,14.100000
40312,4477291.646559,589744.936005,14.100000
40413,4477291.645237,589744.936870,14.100000
40520,4477291.644716,589744.939675,14.100000
40621,4477291.647362,589744.938201,14.100000
40722,4477291.647018,589744.937272,14.100000
40825,4477291.644507,589744.940780,14.100000
40925,4477291.642814,589744.938510,14.100000
41027,4477291.640595,589744.938622,14.100000
41126,4477291.641513,589744.941070,14.100000
41228,4477291.641500,589744.939968,14.100000
41328,4477291.639725,589744.940074,14.100000
41453,4477291.640253,589744.937862,14.100000
41568,4477291.637173,589744.940189,14.100000
41668,4477291.637820,589744.938655,14.100000
41768,4477291.639042,589744.938725,14.100000
41869,4477291.640451,589744.935824,14.100000
41975,4477291.641578,589744.937253,14.100000
42078,4477291.640690,589744.937263,14.100000
42178,4477291.642154,589744.939027,14.100000
42281,4477291.641798,589744.937080,14.100000
42381,4477291.641005,589744.935733,14.100000
42483,4477291.641708,589744.938863,14.100000
42585,4477291.640034,589744.938119,14.100000
42686,4477291.639113,589744.935331,14.100000
42787,4477291.638374,589744.938563,14.100000
42888,4477291.640154,589744.938881,14.100000
42994,4477291.640278,589744.939898,14.100000
43196,4477291.637754,589744.942388,14.100000
43292,4477291.640925,589744.938363,14.100000
43397,4477291.644595,589744.938913,14.100000
43498,4477291.640178,589744.940832,14.100000
43599,4477291.639921,589744.937951,14.100000
43703,4477291.642668,589744.935543,14.100000
43805,4477291.642009,589744.936145,14.100000
43906,4477291.642642,589744.933423,14.100000
44009,4477291.639554,589744.935072,14.100000
44111,4477291.636448,589744.935278,14.100000
44211,4477291.637179,589744.931453,14.100000
44315,4477291.639090,589744.933465,14.100000
44418,4477291.635760,589744.933505,14.100000
44519,4477291.636983,589744.933660,14.100000
44620,4477291.635995,589744.934605,14.100000
44720,4477291.636988,589744.934084,14.100000
44822,4477291.637100,589744.934168,14.100000
44922,4477291.635761,589744.933590,14.100000
45029,4477291.635762,589744.933675,14.100000
45130,4477291.637784,589744.935602,14.100000
45229,4477291.636989,589744.934169,14.100000
45333,4477291.635116,589744.935294,14.100000
45434,4477291.635342,589744.935631,14.100000
45538,4477291.637339,589744.935522,14.100000
45640,4477291.638656,589744.934319,14.100000
45740,4477291.637119,589744.935694,14.100000
45841,4477291.637459,589744.936284,14.100000
45945,4477291.640338,589744.935656,14.100000
46049,4477291.638577,589744.936949,14.100000
46149,4477291.636931,589744.938581,14.100000
46251,4477291.636369,589744.937994,14.100000
46353,4477291.637909,589744.936788,14.100000
46455,4477291.636127,589744.936300,14.100000
46556,4477291.639031,589744.937792,14.100000
46658,4477291.641314,589744.933778,14.100000
46762,4477291.643768,589744.934682,14.100000
46864,4477291.640445,589744.935315,14.100000
46970,4477291.640143,589744.937948,14.100000
47075,4477291.640278,589744.939898,14.100000
